Year,Month,Day,Hour,Minute,Second,HYY_META.T168
2016,2,11,8,0,0,1.1653334
2016,2,11,8,30,0,1.1573334
2016,2,11,9,0,0,1.202
2016,2,11,9,30,0,1.2153333
2016,2,11,10,0,0,1.0583333
2016,2,11,10,30,0,0.73366666
2016,2,11,11,0,0,0.557
2016,2,11,11,30,0,0.40766665
2016,2,11,12,0,0,0.22433333
2016,2,11,12,30,0,0.097666666
2016,2,11,13,0,0,0.10966667
2016,2,11,13,30,0,0.16633333
2016,2,11,14,0,0,0.21833333
2016,2,11,14,30,0,0.20133333
2016,2,11,15,0,0,0.241
2016,2,11,15,30,0,0.25733334
2016,2,11,16,0,0,0.235
2016,2,11,16,30,0,0.22933333
2016,2,11,17,0,0,0.188
2016,2,11,17,30,0,0.12033334
2016,2,11,18,0,0,0.010333333
2016,2,11,18,30,0,-0.069
2016,2,11,19,0,0,-0.104666665
2016,2,11,19,30,0,-0.090333335
2016,2,11,20,0,0,-0.04366667
2016,2,11,20,30,0,0.011666667
2016,2,11,21,0,0,0.083
2016,2,11,21,30,0,0.19433333
2016,2,11,22,0,0,0.258
2016,2,11,22,30,0,0.019
2016,2,11,23,0,0,-0.003
2016,2,11,23,30,0,0.10233333
2016,2,12,0,0,0,-0.06633333
2016,2,12,0,30,0,-0.13033333
2016,2,12,1,0,0,-0.19433333
2016,2,12,1,30,0,-0.213
2016,2,12,2,0,0,-0.22566667
2016,2,12,2,30,0,-0.25433335
2016,2,12,3,0,0,-0.292
2016,2,12,3,30,0,-0.33066666
2016,2,12,4,0,0,-0.37633333
2016,2,12,4,30,0,-0.41433334
2016,2,12,5,0,0,-0.44633332
2016,2,12,5,30,0,-0.49233332
2016,2,12,6,0,0,-0.535
2016,2,12,6,30,0,-0.587
2016,2,12,7,0,0,-0.676
2016,2,12,7,30,0,-0.7726667
2016,2,12,8,0,0,-0.8753333
2016,2,12,8,30,0,-0.95666665
2016,2,12,9,0,0,-1.0236666
2016,2,12,9,30,0,-1.0623333
2016,2,12,10,0,0,-1.0436667
2016,2,12,10,30,0,-0.98733336
2016,2,12,11,0,0,-0.8893333
2016,2,12,11,30,0,-0.83166665
2016,2,12,12,0,0,-0.7963333
2016,2,12,12,30,0,-0.78933334
2016,2,12,13,0,0,-0.78533334
2016,2,12,13,30,0,-0.72933334
2016,2,12,14,0,0,-0.6486667
2016,2,12,14,30,0,-0.5833333
2016,2,12,15,0,0,-0.512
2016,2,12,15,30,0,-0.50366664
2016,2,12,16,0,0,-0.51
2016,2,12,16,30,0,-0.545
2016,2,12,17,0,0,-0.5683333
2016,2,12,17,30,0,-0.62833333
2016,2,12,18,0,0,-0.64133334
2016,2,12,18,30,0,-0.61733335
2016,2,12,19,0,0,-0.56
2016,2,12,19,30,0,-0.49966666
2016,2,12,20,0,0,-0.49033332
2016,2,12,20,30,0,-0.49066666
2016,2,12,21,0,0,-0.60066664
2016,2,12,21,30,0,-0.8296667
2016,2,12,22,0,0,-1.0943333
2016,2,12,22,30,0,-1.4186667
2016,2,12,23,0,0,-1.8983333
2016,2,12,23,30,0,-2.2373333
2016,2,13,0,0,0,-2.4236667
2016,2,13,0,30,0,-2.7976665
2016,2,13,1,0,0,-2.787
2016,2,13,1,30,0,-2.856
2016,2,13,2,0,0,-3.054
2016,2,13,2,30,0,-2.8743334
2016,2,13,3,0,0,-2.6903334
2016,2,13,3,30,0,-2.544
2016,2,13,4,0,0,-2.4753335
2016,2,13,4,30,0,-2.3793333
2016,2,13,5,0,0,-2.2903333
2016,2,13,5,30,0,-2.2533333
2016,2,13,6,0,0,-2.205
2016,2,13,6,30,0,-2.1216667
2016,2,13,7,0,0,-2.1446667
2016,2,13,7,30,0,-2.0483334
2016,2,13,8,0,0,-2.2266667
2016,2,13,8,30,0,-2.478
2016,2,13,9,0,0,-2.4533334
2016,2,13,9,30,0,-2.53
2016,2,13,10,0,0,-2.5426667
2016,2,13,10,30,0,-2.1983333
2016,2,13,11,0,0,-2.184
2016,2,13,11,30,0,-2.0846667
2016,2,13,12,0,0,-1.994
2016,2,13,12,30,0,-1.873
2016,2,13,13,0,0,-1.776
2016,2,13,13,30,0,-1.7876667
2016,2,13,14,0,0,-1.7143333
2016,2,13,14,30,0,-1.5713333
2016,2,13,15,0,0,-1.9366666
2016,2,13,15,30,0,-1.923
2016,2,13,16,0,0,-2.1346667
2016,2,13,16,30,0,-2.5446668
2016,2,13,17,0,0,-2.8506668
2016,2,13,17,30,0,-3.1086667
2016,2,13,18,0,0,-3.2763333
2016,2,13,18,30,0,-3.4646666
2016,2,13,19,0,0,-3.525
2016,2,13,19,30,0,-3.568
2016,2,13,20,0,0,-3.59
2016,2,13,20,30,0,-3.6073334
2016,2,13,21,0,0,-3.8433332
2016,2,13,21,30,0,-4.1256666
2016,2,13,22,0,0,-4.0513334
2016,2,13,22,30,0,-3.846
2016,2,13,23,0,0,-3.5416667
2016,2,13,23,30,0,-3.2753334
2016,2,14,0,0,0,-3.1056666
2016,2,14,0,30,0,-2.9653332
2016,2,14,1,0,0,-2.75
2016,2,14,1,30,0,-2.5496666
2016,2,14,2,0,0,-2.2413332
2016,2,14,2,30,0,-1.8596667
2016,2,14,3,0,0,-1.329
2016,2,14,3,30,0,-0.9123333
2016,2,14,4,0,0,-0.666
2016,2,14,4,30,0,-0.50166667
2016,2,14,5,0,0,-0.44733334
2016,2,14,5,30,0,-0.45166665
2016,2,14,6,0,0,-0.43466666
2016,2,14,6,30,0,-0.46033335
2016,2,14,7,0,0,-0.538
2016,2,14,7,30,0,-0.68666667
2016,2,14,8,0,0,-0.77433336
2016,2,14,8,30,0,-0.8426667
2016,2,14,9,0,0,-0.9166667
2016,2,14,9,30,0,-0.94766665
2016,2,14,10,0,0,-0.9403333
2016,2,14,10,30,0,-0.94666666
2016,2,14,11,0,0,-0.89
2016,2,14,11,30,0,-0.76
2016,2,14,12,0,0,-0.67766666
2016,2,14,12,30,0,-0.5833333
2016,2,14,13,0,0,-0.5746667
2016,2,14,13,30,0,-0.53033334
2016,2,14,14,0,0,-0.43266666
2016,2,14,14,30,0,-0.484
2016,2,14,15,0,0,-0.47733334
2016,2,14,15,30,0,-0.44766667
2016,2,14,16,0,0,-0.458
2016,2,14,16,30,0,-0.487
2016,2,14,17,0,0,-0.5323333
2016,2,14,17,30,0,-0.539
2016,2,14,18,0,0,-0.5366667
2016,2,14,18,30,0,-0.5516667
2016,2,14,19,0,0,-0.584
2016,2,14,19,30,0,-0.586
2016,2,14,20,0,0,-0.60833335
2016,2,14,20,30,0,-0.63166666
2016,2,14,21,0,0,-0.648
2016,2,14,21,30,0,-0.68
2016,2,14,22,0,0,-0.7076667
2016,2,14,22,30,0,-0.70566666
2016,2,14,23,0,0,-0.737
2016,2,14,23,30,0,-0.77933335
2016,2,15,0,0,0,-0.7816667
2016,2,15,0,30,0,-0.782
2016,2,15,1,0,0,-0.731
2016,2,15,1,30,0,-0.72333336
2016,2,15,2,0,0,-0.83666664
2016,2,15,2,30,0,-0.8286667
2016,2,15,3,0,0,-0.7303333
2016,2,15,3,30,0,-0.8043333
2016,2,15,4,0,0,-0.9036667
2016,2,15,4,30,0,-0.8746667
2016,2,15,5,0,0,-0.972
2016,2,15,5,30,0,-0.9496667
2016,2,15,6,0,0,-0.96533334
2016,2,15,6,30,0,-0.941
2016,2,15,7,0,0,-0.912
2016,2,15,7,30,0,-0.90033334
2016,2,15,8,0,0,-0.8466667
2016,2,15,8,30,0,-0.82266665
2016,2,15,9,0,0,-0.80633336
2016,2,15,9,30,0,-0.874
2016,2,15,10,0,0,-0.98433334
2016,2,15,10,30,0,-1.0543333
2016,2,15,11,0,0,-0.992
2016,2,15,11,30,0,-0.905
2016,2,15,12,0,0,-0.8066667
2016,2,15,12,30,0,-0.80866665
2016,2,15,13,0,0,-1.252
2016,2,15,13,30,0,-1.6056666
2016,2,15,14,0,0,-2.0316668
2016,2,15,14,30,0,-2.1866667
2016,2,15,15,0,0,-2.2073333
2016,2,15,15,30,0,-2.387
2016,2,15,16,0,0,-2.708
2016,2,15,16,30,0,-3.176
2016,2,15,17,0,0,-3.6683333
2016,2,15,17,30,0,-4.206
2016,2,15,18,0,0,-4.9226665
2016,2,15,18,30,0,-5.412667
2016,2,15,19,0,0,-5.7753334
2016,2,15,19,30,0,-6.2243333
2016,2,15,20,0,0,-6.285333
2016,2,15,20,30,0,-6.1836667
2016,2,15,21,0,0,-6.261667
2016,2,15,21,30,0,-6.2306666
2016,2,15,22,0,0,-5.9903336
2016,2,15,22,30,0,-6.042333
2016,2,15,23,0,0,-6.2903333
2016,2,15,23,30,0,-6.7196665
2016,2,16,0,0,0,-7.14
2016,2,16,0,30,0,-7.4886665
2016,2,16,1,0,0,-7.7893333
2016,2,16,1,30,0,-8.064
2016,2,16,2,0,0,-8.127
2016,2,16,2,30,0,-8.276
2016,2,16,3,0,0,-8.4366665
2016,2,16,3,30,0,-8.586333
2016,2,16,4,0,0,-8.793
2016,2,16,4,30,0,-8.7196665
2016,2,16,5,0,0,-8.676666
2016,2,16,5,30,0,-8.585667
2016,2,16,6,0,0,-8.424666
2016,2,16,6,30,0,-8.372
2016,2,16,7,0,0,-8.44
2016,2,16,7,30,0,-8.476
2016,2,16,8,0,0,-8.435333
2016,2,16,8,30,0,-8.28
2016,2,16,9,0,0,-7.800667
2016,2,16,9,30,0,-7.1506667
2016,2,16,10,0,0,-6.6713333
2016,2,16,10,30,0,-6.063667
2016,2,16,11,0,0,-5.549333
2016,2,16,11,30,0,-5.062667
2016,2,16,12,0,0,-4.477
2016,2,16,12,30,0,-3.9263334
2016,2,16,13,0,0,-3.535
2016,2,16,13,30,0,-3.262
2016,2,16,14,0,0,-3.054
2016,2,16,14,30,0,-2.883
2016,2,16,15,0,0,-2.818
2016,2,16,15,30,0,-2.9336667
2016,2,16,16,0,0,-3.2256668
2016,2,16,16,30,0,-3.4913332
2016,2,16,17,0,0,-3.758
2016,2,16,17,30,0,-3.9933333
2016,2,16,18,0,0,-4.219
2016,2,16,18,30,0,-4.35
2016,2,16,19,0,0,-4.494
2016,2,16,19,30,0,-4.6336665
2016,2,16,20,0,0,-4.6016665
2016,2,16,20,30,0,-4.463333
2016,2,16,21,0,0,-4.496
2016,2,16,21,30,0,-4.648667
2016,2,16,22,0,0,-4.8333335
2016,2,16,22,30,0,-5.005
2016,2,16,23,0,0,-5.308
2016,2,16,23,30,0,-5.398667
2016,2,17,0,0,0,-5.4793334
2016,2,17,0,30,0,-5.293667
2016,2,17,1,0,0,-4.9663334
2016,2,17,1,30,0,-4.7926664
2016,2,17,2,0,0,-4.518
2016,2,17,2,30,0,-4.505
2016,2,17,3,0,0,-4.5926666
2016,2,17,3,30,0,-4.5663333
2016,2,17,4,0,0,-4.487
2016,2,17,4,30,0,-4.585
2016,2,17,5,0,0,-4.8956666
2016,2,17,5,30,0,-5.1363335
2016,2,17,6,0,0,-4.9463334
2016,2,17,6,30,0,-4.6916666
2016,2,17,7,0,0,-4.4936666
2016,2,17,7,30,0,-4.2973332
2016,2,17,8,0,0,-4.407
2016,2,17,8,30,0,-4.7656665
2016,2,17,9,0,0,-4.2903333
2016,2,17,9,30,0,-3.7943332
2016,2,17,10,0,0,-3.3733332
2016,2,17,10,30,0,-2.913
2016,2,17,11,0,0,-2.621
2016,2,17,11,30,0,-2.34
2016,2,17,12,0,0,-2.2096667
2016,2,17,12,30,0,-2.011
2016,2,17,13,0,0,-1.7566667
2016,2,17,13,30,0,-1.4766667
2016,2,17,14,0,0,-1.3383334
2016,2,17,14,30,0,-1.2403333
2016,2,17,15,0,0,-1.1906667
2016,2,17,15,30,0,-1.2086667
2016,2,17,16,0,0,-1.2446667
2016,2,17,16,30,0,-1.5453334
2016,2,17,17,0,0,-1.8413334
2016,2,17,17,30,0,-2.041
2016,2,17,18,0,0,-2.1866667
2016,2,17,18,30,0,-2.456
2016,2,17,19,0,0,-2.9073334
2016,2,17,19,30,0,-3.2013333
2016,2,17,20,0,0,-3.5113332
2016,2,17,20,30,0,-3.7113333
2016,2,17,21,0,0,-3.972
2016,2,17,21,30,0,-4.0426664
2016,2,17,22,0,0,-3.9536667
2016,2,17,22,30,0,-4.066
2016,2,17,23,0,0,-4.003667
2016,2,17,23,30,0,-4.0313334
2016,2,18,0,0,0,-4.113333
2016,2,18,0,30,0,-4.307
2016,2,18,1,0,0,-4.387
2016,2,18,1,30,0,-4.488
2016,2,18,2,0,0,-4.626333
2016,2,18,2,30,0,-5.208
2016,2,18,3,0,0,-5.609667
2016,2,18,3,30,0,-5.8286667
2016,2,18,4,0,0,-5.132
2016,2,18,4,30,0,-4.3293333
2016,2,18,5,0,0,-3.89
2016,2,18,5,30,0,-3.6883333
2016,2,18,6,0,0,-3.4656668
2016,2,18,6,30,0,-3.5053334
2016,2,18,7,0,0,-3.518
2016,2,18,7,30,0,-3.5956666
2016,2,18,8,0,0,-3.7613332
2016,2,18,8,30,0,-3.9863334
2016,2,18,9,0,0,-3.9523335
2016,2,18,9,30,0,-3.9233334
2016,2,18,10,0,0,-3.796
2016,2,18,10,30,0,-3.6113334
2016,2,18,11,0,0,-3.5186667
2016,2,18,11,30,0,-3.3953333
2016,2,18,12,0,0,-3.2683334
2016,2,18,12,30,0,-3.1051724
2016,2,18,13,0,0,-2.9033334
2016,2,18,13,30,0,-2.8113334
2016,2,18,14,0,0,-2.6323333
2016,2,18,14,30,0,-2.5196667
2016,2,18,15,0,0,-2.5756667
2016,2,18,15,30,0,-2.6256666
2016,2,18,16,0,0,-2.6753333
2016,2,18,16,30,0,-2.718
2016,2,18,17,0,0,-2.7013333
2016,2,18,17,30,0,-2.7576666
2016,2,18,18,0,0,-2.805
2016,2,18,18,30,0,-2.8383334
2016,2,18,19,0,0,-2.707
2016,2,18,19,30,0,-2.6483333
2016,2,18,20,0,0,-2.5356667
2016,2,18,20,30,0,-2.4096668
2016,2,18,21,0,0,-2.3033333
2016,2,18,21,30,0,-2.285
2016,2,18,22,0,0,-2.2956667
2016,2,18,22,30,0,-2.2646666
2016,2,18,23,0,0,-2.1706667
2016,2,18,23,30,0,-2.0346668
2016,2,19,0,0,0,-1.961
2016,2,19,0,30,0,-1.8016666
2016,2,19,1,0,0,-1.6326667
2016,2,19,1,30,0,-1.4693333
2016,2,19,2,0,0,-1.335
2016,2,19,2,30,0,-1.2486666
2016,2,19,3,0,0,-1.1863333
2016,2,19,3,30,0,-1.1113334
2016,2,19,4,0,0,-1.0376667
2016,2,19,4,30,0,-1.0096667
2016,2,19,5,0,0,-0.97033334
2016,2,19,5,30,0,-0.926
2016,2,19,6,0,0,-0.92333335
2016,2,19,6,30,0,-0.92733335
2016,2,19,7,0,0,-0.9216667
2016,2,19,7,30,0,-0.89266664
2016,2,19,8,0,0,-0.81366664
2016,2,19,8,30,0,-0.74
2016,2,19,9,0,0,-0.6713333
2016,2,19,9,30,0,-0.5933333
2016,2,19,10,0,0,-0.5273333
2016,2,19,10,30,0,-0.47166666
2016,2,19,11,0,0,-0.374
2016,2,19,11,30,0,-0.29733333
2016,2,19,12,0,0,-0.512
2016,2,19,12,30,0,-0.5883333
2016,2,19,13,0,0,-0.53033334
2016,2,19,13,30,0,-0.525
2016,2,19,14,0,0,-0.47166666
2016,2,19,14,30,0,-0.38866666
2016,2,19,15,0,0,-0.398
2016,2,19,15,30,0,-0.319
2016,2,19,16,0,0,-0.25366667
2016,2,19,16,30,0,-0.23033333
2016,2,19,17,0,0,-0.20033333
2016,2,19,17,30,0,-0.20366667
2016,2,19,18,0,0,-0.266
2016,2,19,18,30,0,-0.323
2016,2,19,19,0,0,-0.461
2016,2,19,19,30,0,-0.659
2016,2,19,20,0,0,-0.7453333
2016,2,19,20,30,0,-0.8616667
2016,2,19,21,0,0,-1.2316667
2016,2,19,21,30,0,-1.5193334
2016,2,19,22,0,0,-1.755
2016,2,19,22,30,0,-1.885
2016,2,19,23,0,0,-1.9576666
2016,2,19,23,30,0,-1.8843334
2016,2,20,0,0,0,-1.7836666
2016,2,20,0,30,0,-1.7343333
2016,2,20,1,0,0,-1.755
2016,2,20,1,30,0,-1.6896666
2016,2,20,2,0,0,-1.592
2016,2,20,2,30,0,-1.5716667
2016,2,20,3,0,0,-1.642
2016,2,20,3,30,0,-1.6833333
2016,2,20,4,0,0,-1.6776667
2016,2,20,4,30,0,-1.6353333
2016,2,20,5,0,0,-1.571
2016,2,20,5,30,0,-1.4923333
2016,2,20,6,0,0,-1.4463333
2016,2,20,6,30,0,-1.3923334
2016,2,20,7,0,0,-1.3196666
2016,2,20,7,30,0,-1.264
2016,2,20,8,0,0,-1.2336667
2016,2,20,8,30,0,-1.2003334
2016,2,20,9,0,0,-1.0916667
2016,2,20,9,30,0,-0.96966666
2016,2,20,10,0,0,-0.974
2016,2,20,10,30,0,-1.0443333
2016,2,20,11,0,0,-1.0826666
2016,2,20,11,30,0,-1.0693333
2016,2,20,12,0,0,-0.8803333
2016,2,20,12,30,0,-0.79033333
2016,2,20,13,0,0,-0.791
2016,2,20,13,30,0,-0.802
2016,2,20,14,0,0,-0.8143333
2016,2,20,14,30,0,-0.8696667
2016,2,20,15,0,0,-0.90133333
2016,2,20,15,30,0,-0.916
2016,2,20,16,0,0,-0.9543333
2016,2,20,16,30,0,-0.98733336
2016,2,20,17,0,0,-1.047
2016,2,20,17,30,0,-1.0803334
2016,2,20,18,0,0,-1.1006666
2016,2,20,18,30,0,-1.077
2016,2,20,19,0,0,-1.0706667
2016,2,20,19,30,0,-1.079
2016,2,20,20,0,0,-1.1056666
2016,2,20,20,30,0,-1.1256666
2016,2,20,21,0,0,-1.1813333
2016,2,20,21,30,0,-1.2376667
2016,2,20,22,0,0,-1.304
2016,2,20,22,30,0,-1.387
2016,2,20,23,0,0,-1.415
2016,2,20,23,30,0,-1.424
2016,2,21,0,0,0,-1.4013333
2016,2,21,0,30,0,-1.4033333
2016,2,21,1,0,0,-1.4063333
2016,2,21,1,30,0,-1.3883333
2016,2,21,2,0,0,-1.413
2016,2,21,2,30,0,-1.3813334
2016,2,21,3,0,0,-1.3293333
2016,2,21,3,30,0,-1.336
2016,2,21,4,0,0,-1.3736666
2016,2,21,4,30,0,-1.3896667
2016,2,21,5,0,0,-1.4213333
2016,2,21,5,30,0,-1.3703333
2016,2,21,6,0,0,-1.3903333
2016,2,21,6,30,0,-1.3713334
2016,2,21,7,0,0,-1.2666667
2016,2,21,7,30,0,-1.1856667
2016,2,21,8,0,0,-1.197
2016,2,21,8,30,0,-1.193
2016,2,21,9,0,0,-1.045
2016,2,21,9,30,0,-0.965
2016,2,21,10,0,0,-0.828
2016,2,21,10,30,0,-0.786
2016,2,21,11,0,0,-0.74733335
2016,2,21,11,30,0,-0.683
2016,2,21,12,0,0,-0.605
2016,2,21,12,30,0,-0.50733334
2016,2,21,13,0,0,-0.43866667
2016,2,21,13,30,0,-0.35433334
2016,2,21,14,0,0,-0.31366667
2016,2,21,14,30,0,-0.38333333
2016,2,21,15,0,0,-0.39966667
2016,2,21,15,30,0,-0.44966668
2016,2,21,16,0,0,-0.48233333
2016,2,21,16,30,0,-0.574
2016,2,21,17,0,0,-0.71
2016,2,21,17,30,0,-0.79866666
2016,2,21,18,0,0,-0.8236667
2016,2,21,18,30,0,-0.86866665
2016,2,21,19,0,0,-0.9173333
2016,2,21,19,30,0,-0.9676667
2016,2,21,20,0,0,-0.98433334
2016,2,21,20,30,0,-1.0236666
2016,2,21,21,0,0,-1.0763333
2016,2,21,21,30,0,-1.1146667
2016,2,21,22,0,0,-1.1593333
2016,2,21,22,30,0,-1.186
2016,2,21,23,0,0,-1.2646667
2016,2,21,23,30,0,-1.2773334
2016,2,22,0,0,0,-1.2913333
2016,2,22,0,30,0,-1.349
2016,2,22,1,0,0,-1.3243333
2016,2,22,1,30,0,-1.368
2016,2,22,2,0,0,-1.558
2016,2,22,2,30,0,-1.795
2016,2,22,3,0,0,-1.9646667
2016,2,22,3,30,0,-2.1176667
2016,2,22,4,0,0,-2.235
2016,2,22,4,30,0,-2.3486667
2016,2,22,5,0,0,-2.4546666
2016,2,22,5,30,0,-2.5806668
2016,2,22,6,0,0,-2.7013333
2016,2,22,6,30,0,-2.8106666
2016,2,22,7,0,0,-2.9016666
2016,2,22,7,30,0,-2.961
2016,2,22,8,0,0,-2.9663334
2016,2,22,8,30,0,-2.932
2016,2,22,9,0,0,-2.8866668
2016,2,22,9,30,0,-2.7876666
2016,2,22,10,0,0,-2.7186666
2016,2,22,10,30,0,-2.623
2016,2,22,11,0,0,-2.5016668
2016,2,22,11,30,0,-2.4733334
2016,2,22,12,0,0,-2.4486666
2016,2,22,12,30,0,-2.426
2016,2,22,13,0,0,-2.3676667
2016,2,22,13,30,0,-2.3693333
2016,2,22,14,0,0,-2.4023333
2016,2,22,14,30,0,-2.3886666
2016,2,22,15,0,0,-2.338
2016,2,22,15,30,0,-2.314
2016,2,22,16,0,0,-2.291
2016,2,22,16,30,0,-2.3303332
2016,2,22,17,0,0,-2.317
2016,2,22,17,30,0,-2.335
2016,2,22,18,0,0,-2.3456666
2016,2,22,18,30,0,-2.4083333
2016,2,22,19,0,0,-2.418
2016,2,22,19,30,0,-2.3373334
2016,2,22,20,0,0,-2.3563333
2016,2,22,20,30,0,-2.382
2016,2,22,21,0,0,-2.4396667
2016,2,22,21,30,0,-2.4096668
2016,2,22,22,0,0,-2.423
2016,2,22,22,30,0,-2.4116666
2016,2,22,23,0,0,-2.4273334
2016,2,22,23,30,0,-2.4383333
2016,2,23,0,0,0,-2.399
2016,2,23,0,30,0,-2.4146667
2016,2,23,1,0,0,-2.5773335
2016,2,23,1,30,0,-2.835
2016,2,23,2,0,0,-3.2286668
2016,2,23,2,30,0,-3.508
2016,2,23,3,0,0,-3.6003335
2016,2,23,3,30,0,-3.747
2016,2,23,4,0,0,-3.929
2016,2,23,4,30,0,-4.071
2016,2,23,5,0,0,-4.268
2016,2,23,5,30,0,-4.2726665
2016,2,23,6,0,0,-4.342
2016,2,23,6,30,0,-4.478
2016,2,23,7,0,0,-4.568
2016,2,23,7,30,0,-4.5546665
2016,2,23,8,0,0,-4.536667
2016,2,23,8,30,0,-4.4396667
2016,2,23,9,0,0,-4.2473335
2016,2,23,9,30,0,-4.1676664
2016,2,23,10,0,0,-4.194667
2016,2,23,10,30,0,-3.9566667
2016,2,23,11,0,0,-3.704
2016,2,23,11,30,0,-3.739
2016,2,23,12,0,0,-3.877
2016,2,23,12,30,0,-4.013
2016,2,23,13,0,0,-4.07
2016,2,23,13,30,0,-3.9896667
2016,2,23,14,0,0,-4.124
2016,2,23,14,30,0,-4.2566667
2016,2,23,15,0,0,-4.271
2016,2,23,15,30,0,-4.375
2016,2,23,16,0,0,-4.219333
2016,2,23,16,30,0,-4.159
2016,2,23,17,0,0,-4.262
2016,2,23,17,30,0,-4.497
2016,2,23,18,0,0,-4.751333
2016,2,23,18,30,0,-4.792
2016,2,23,19,0,0,-4.688
2016,2,23,19,30,0,-4.548
2016,2,23,20,0,0,-4.451
2016,2,23,20,30,0,-4.3476667
2016,2,23,21,0,0,-4.0889654
2016,2,23,21,30,0,-3.8473334
2016,2,23,22,0,0,-3.5136666
2016,2,23,22,30,0,-3.476
2016,2,23,23,0,0,-3.4256666
2016,2,23,23,30,0,-3.3053334
2016,2,24,0,0,0,-3.3073332
2016,2,24,0,30,0,-3.3596666
2016,2,24,1,0,0,-3.2786667
2016,2,24,1,30,0,-3.1333334
2016,2,24,2,0,0,-3.076
2016,2,24,2,30,0,-3.109
2016,2,24,3,0,0,-3.1186666
2016,2,24,3,30,0,-3.125
2016,2,24,4,0,0,-3.225
2016,2,24,4,30,0,-3.235
2016,2,24,5,0,0,-3.191
2016,2,24,5,30,0,-3.0926666
2016,2,24,6,0,0,-3.0113332
2016,2,24,6,30,0,-2.9726667
2016,2,24,7,0,0,-2.9356666
2016,2,24,7,30,0,-2.756
2016,2,24,8,0,0,-2.582
2016,2,24,8,30,0,-2.495
2016,2,24,9,0,0,-2.3846667
2016,2,24,9,30,0,-2.266
2016,2,24,10,0,0,-2.024
2016,2,24,10,30,0,-1.793
2016,2,24,11,0,0,-1.6163334
2016,2,24,11,30,0,-1.4003333
2016,2,24,12,0,0,-1.331
2016,2,24,12,30,0,-1.1923333
2016,2,24,13,0,0,-1.0413333
2016,2,24,13,30,0,-0.95266664
2016,2,24,14,0,0,-0.746
2016,2,24,14,30,0,-0.7076667
2016,2,24,15,0,0,-0.6613333
2016,2,24,15,30,0,-0.674
2016,2,24,16,0,0,-0.7316667
2016,2,24,16,30,0,-0.755
2016,2,24,17,0,0,-0.80366665
2016,2,24,17,30,0,-0.815
2016,2,24,18,0,0,-0.86733335
2016,2,24,18,30,0,-0.863
2016,2,24,19,0,0,-0.8846667
2016,2,24,19,30,0,-0.9256667
2016,2,24,20,0,0,-0.999
2016,2,24,20,30,0,-1.073
2016,2,24,21,0,0,-1.195
2016,2,24,21,30,0,-1.279
2016,2,24,22,0,0,-1.3533334
2016,2,24,22,30,0,-1.406
2016,2,24,23,0,0,-1.459
2016,2,24,23,30,0,-1.5133333
2016,2,25,0,0,0,-1.581
2016,2,25,0,30,0,-1.704
2016,2,25,1,0,0,-1.8036667
2016,2,25,1,30,0,-1.8546667
2016,2,25,2,0,0,-1.8936666
2016,2,25,2,30,0,-1.939
2016,2,25,3,0,0,-1.966
2016,2,25,3,30,0,-2.1216667
2016,2,25,4,0,0,-2.255
2016,2,25,4,30,0,-2.3993332
2016,2,25,5,0,0,-2.5823333
2016,2,25,5,30,0,-2.8216667
2016,2,25,6,0,0,-3.0146666
2016,2,25,6,30,0,-3.1963334
2016,2,25,7,0,0,-3.3303332
2016,2,25,7,30,0,-3.325
2016,2,25,8,0,0,-3.2996666
2016,2,25,8,30,0,-3.2206666
2016,2,25,9,0,0,-3.115
2016,2,25,9,30,0,-2.9776666
2016,2,25,10,0,0,-2.7596667
2016,2,25,10,30,0,-2.551
2016,2,25,11,0,0,-2.3063333
2016,2,25,11,30,0,-2.156
2016,2,25,12,0,0,-2.0016668
2016,2,25,12,30,0,-1.829
2016,2,25,13,0,0,-1.6066667
2016,2,25,13,30,0,-1.3926667
2016,2,25,14,0,0,-1.2206666
2016,2,25,14,30,0,-0.87266666
2016,2,25,15,0,0,-0.86333334
2016,2,25,15,30,0,-1.656
2016,2,25,16,0,0,-1.7083334
2016,2,25,16,30,0,-1.665
2016,2,25,17,0,0,-1.9006667
2016,2,25,17,30,0,-1.9323334
2016,2,25,18,0,0,-1.9076667
2016,2,25,18,30,0,-2.0503333
2016,2,25,19,0,0,-2.4196668
2016,2,25,19,30,0,-2.838
2016,2,25,20,0,0,-2.988
2016,2,25,20,30,0,-2.9013333
2016,2,25,21,0,0,-2.717
2016,2,25,21,30,0,-2.641
2016,2,25,22,0,0,-2.614
2016,2,25,22,30,0,-2.62
2016,2,25,23,0,0,-2.5913334
2016,2,25,23,30,0,-2.462
2016,2,26,0,0,0,-2.5223334
2016,2,26,0,30,0,-2.5523334
2016,2,26,1,0,0,-2.7296667
2016,2,26,1,30,0,-2.9156666
2016,2,26,2,0,0,-2.8783333
2016,2,26,2,30,0,-2.8873334
2016,2,26,3,0,0,-2.9633334
2016,2,26,3,30,0,-3.0423334
2016,2,26,4,0,0,-2.9413333
2016,2,26,4,30,0,-2.83
2016,2,26,5,0,0,-2.762
2016,2,26,5,30,0,-2.79
2016,2,26,6,0,0,-2.698
2016,2,26,6,30,0,-2.5646667
2016,2,26,7,0,0,-2.4246666
2016,2,26,7,30,0,-2.3266666
2016,2,26,8,0,0,-2.2386668
2016,2,26,8,30,0,-2.2446666
2016,2,26,9,0,0,-3.2266667
2016,2,26,9,30,0,-3.9623334
2016,2,26,10,0,0,-4.802
