Year,Month,Day,Hour,Minute,Second,HYY_EDDY233.ET_gapf
2016,3,16,17,0,0,0.136
2016,3,16,17,30,0,0.059
2016,3,16,18,0,0,0.015
2016,3,16,18,30,0,-0.009
2016,3,16,19,0,0,-0.023
2016,3,16,19,30,0,-0.032
2016,3,16,20,0,0,-0.046
2016,3,16,20,30,0,-0.048
2016,3,16,21,0,0,-0.053
2016,3,16,21,30,0,-0.101
2016,3,16,22,0,0,-0.05
2016,3,16,22,30,0,-0.049
2016,3,16,23,0,0,-0.094
2016,3,16,23,30,0,-0.142
2016,3,17,0,0,0,-0.103
2016,3,17,0,30,0,-0.118
2016,3,17,1,0,0,-0.075
2016,3,17,1,30,0,0.016
2016,3,17,2,0,0,-0.066
2016,3,17,2,30,0,0.037
2016,3,17,3,0,0,0.052
2016,3,17,3,30,0,-0.023
2016,3,17,4,0,0,-0.06
2016,3,17,4,30,0,-0.082
2016,3,17,5,0,0,-0.129
2016,3,17,5,30,0,-0.171
2016,3,17,6,0,0,-0.089
2016,3,17,6,30,0,-0.106
2016,3,17,7,0,0,0.048
2016,3,17,7,30,0,0.128
2016,3,17,8,0,0,0.219
2016,3,17,8,30,0,0.417
2016,3,17,9,0,0,0.439
2016,3,17,9,30,0,0.373
2016,3,17,10,0,0,0.42
2016,3,17,10,30,0,0.377
2016,3,17,11,0,0,0.513
2016,3,17,11,30,0,0.479
2016,3,17,12,0,0,0.507
2016,3,17,12,30,0,0.195
2016,3,17,13,0,0,0.455
2016,3,17,13,30,0,1.27
2016,3,17,14,0,0,1.202
2016,3,17,14,30,0,1.575
2016,3,17,15,0,0,1.171
2016,3,17,15,30,0,1.42
2016,3,17,16,0,0,0.211
2016,3,17,16,30,0,0.523
2016,3,17,17,0,0,1.203
2016,3,17,17,30,0,0.44
2016,3,17,18,0,0,-0.057
2016,3,17,18,30,0,0.158
2016,3,17,19,0,0,0.11
2016,3,17,19,30,0,0.195
2016,3,17,20,0,0,0.364
2016,3,17,20,30,0,0.268
2016,3,17,21,0,0,0.621
2016,3,17,21,30,0,0.282
2016,3,17,22,0,0,0.384
2016,3,17,22,30,0,0.317
2016,3,17,23,0,0,0.224
2016,3,17,23,30,0,0.841
2016,3,18,0,0,0,0.28
2016,3,18,0,30,0,0.333
2016,3,18,1,0,0,0.256
2016,3,18,1,30,0,0.353
2016,3,18,2,0,0,0.311
2016,3,18,2,30,0,0.398
2016,3,18,3,0,0,0.195
2016,3,18,3,30,0,0.283
2016,3,18,4,0,0,0.129
2016,3,18,4,30,0,0.059
2016,3,18,5,0,0,0.373
2016,3,18,5,30,0,0.119
2016,3,18,6,0,0,0.376
2016,3,18,6,30,0,0.37
2016,3,18,7,0,0,0.005
2016,3,18,7,30,0,0.174
2016,3,18,8,0,0,0.432
2016,3,18,8,30,0,0.254
2016,3,18,9,0,0,0.232
2016,3,18,9,30,0,0.308
2016,3,18,10,0,0,0.494
2016,3,18,10,30,0,0.313
2016,3,18,11,0,0,0.691
2016,3,18,11,30,0,0.16
2016,3,18,12,0,0,0.479
2016,3,18,12,30,0,0.382
2016,3,18,13,0,0,0.443
2016,3,18,13,30,0,0.485
2016,3,18,14,0,0,0.532
2016,3,18,14,30,0,0.243
2016,3,18,15,0,0,0.309
2016,3,18,15,30,0,0.368
2016,3,18,16,0,0,0.85
2016,3,18,16,30,0,0.43
2016,3,18,17,0,0,0.533
2016,3,18,17,30,0,0.038
2016,3,18,18,0,0,-0.012
2016,3,18,18,30,0,0.16
2016,3,18,19,0,0,0.181
2016,3,18,19,30,0,0.119
2016,3,18,20,0,0,0.072
2016,3,18,20,30,0,0.062
2016,3,18,21,0,0,0.076
2016,3,18,21,30,0,0.089
2016,3,18,22,0,0,0.048
2016,3,18,22,30,0,0.075
2016,3,18,23,0,0,0.003
2016,3,18,23,30,0,-0.019
2016,3,19,0,0,0,-0.035
2016,3,19,0,30,0,-0.032
2016,3,19,1,0,0,0.002
2016,3,19,1,30,0,-0.013
2016,3,19,2,0,0,-0.015
2016,3,19,2,30,0,-0.01
2016,3,19,3,0,0,0.007
2016,3,19,3,30,0,-0.085
2016,3,19,4,0,0,-0.056
2016,3,19,4,30,0,-0.049
2016,3,19,5,0,0,-0.16
2016,3,19,5,30,0,-0.122
2016,3,19,6,0,0,-0.148
2016,3,19,6,30,0,-0.091
2016,3,19,7,0,0,-0.015
2016,3,19,7,30,0,0.056
2016,3,19,8,0,0,0.101
2016,3,19,8,30,0,0.172
2016,3,19,9,0,0,0.246
2016,3,19,9,30,0,0.254
2016,3,19,10,0,0,0.172
2016,3,19,10,30,0,0.453
2016,3,19,11,0,0,0.431
2016,3,19,11,30,0,0.345
2016,3,19,12,0,0,0.267
2016,3,19,12,30,0,0.433
2016,3,19,13,0,0,0.505
2016,3,19,13,30,0,0.313
2016,3,19,14,0,0,0.181
2016,3,19,14,30,0,0.458
2016,3,19,15,0,0,0.542
2016,3,19,15,30,0,0.943
2016,3,19,16,0,0,0.015
2016,3,19,16,30,0,0.238
2016,3,19,17,0,0,0.212
2016,3,19,17,30,0,0.034
2016,3,19,18,0,0,-0.063
2016,3,19,18,30,0,0.257
2016,3,19,19,0,0,-0.036
2016,3,19,19,30,0,0.012
2016,3,19,20,0,0,-0.008
2016,3,19,20,30,0,-0.039
2016,3,19,21,0,0,-0.003
2016,3,19,21,30,0,0.03
2016,3,19,22,0,0,0.022
2016,3,19,22,30,0,-0.005
2016,3,19,23,0,0,0.006
2016,3,19,23,30,0,-0.025
2016,3,20,0,0,0,-0.027
2016,3,20,0,30,0,-0.029
2016,3,20,1,0,0,0.025
2016,3,20,1,30,0,-0.04
2016,3,20,2,0,0,-0.031
2016,3,20,2,30,0,0.014
2016,3,20,3,0,0,-0.024
2016,3,20,3,30,0,-0.004
2016,3,20,4,0,0,0.02
2016,3,20,4,30,0,0.01
2016,3,20,5,0,0,0.003
2016,3,20,5,30,0,-0.061
2016,3,20,6,0,0,-0.036
2016,3,20,6,30,0,-0.053
2016,3,20,7,0,0,-0.048
2016,3,20,7,30,0,-0.016
2016,3,20,8,0,0,0.026
2016,3,20,8,30,0,0.192
2016,3,20,9,0,0,0.084
2016,3,20,9,30,0,0.652
2016,3,20,10,0,0,0.201
2016,3,20,10,30,0,0.058
2016,3,20,11,0,0,0.085
2016,3,20,11,30,0,0.298
2016,3,20,12,0,0,0.331
2016,3,20,12,30,0,0.349
2016,3,20,13,0,0,0.51
2016,3,20,13,30,0,0.415
2016,3,20,14,0,0,0.403
2016,3,20,14,30,0,0.282
2016,3,20,15,0,0,0.201
2016,3,20,15,30,0,0.318
2016,3,20,16,0,0,0.187
2016,3,20,16,30,0,0.262
2016,3,20,17,0,0,0.067
2016,3,20,17,30,0,0.08
2016,3,20,18,0,0,0.065
2016,3,20,18,30,0,0.016
2016,3,20,19,0,0,0.032
2016,3,20,19,30,0,0.028
2016,3,20,20,0,0,0.023
2016,3,20,20,30,0,0.013
2016,3,20,21,0,0,-0.017
2016,3,20,21,30,0,0.012
2016,3,20,22,0,0,-0.104
2016,3,20,22,30,0,-0.027
2016,3,20,23,0,0,-0.039
2016,3,20,23,30,0,-0.135
2016,3,21,0,0,0,-0.042
2016,3,21,0,30,0,0.024
2016,3,21,1,0,0,0.014
2016,3,21,1,30,0,0.034
2016,3,21,2,0,0,0.144
2016,3,21,2,30,0,-0.092
2016,3,21,3,0,0,-0.171
2016,3,21,3,30,0,-0.115
2016,3,21,4,0,0,-0.095
2016,3,21,4,30,0,-0.137
2016,3,21,5,0,0,-0.178
2016,3,21,5,30,0,-0.141
2016,3,21,6,0,0,-0.16
2016,3,21,6,30,0,-0.13
2016,3,21,7,0,0,-0.126
2016,3,21,7,30,0,-0.175
2016,3,21,8,0,0,0.132
2016,3,21,8,30,0,0.678
2016,3,21,9,0,0,0.694
2016,3,21,9,30,0,0.865
2016,3,21,10,0,0,1.326
2016,3,21,10,30,0,1.691
2016,3,21,11,0,0,1.457
2016,3,21,11,30,0,1.743
2016,3,21,12,0,0,1.971
2016,3,21,12,30,0,1.563
2016,3,21,13,0,0,0.737
2016,3,21,13,30,0,0.714
2016,3,21,14,0,0,1.165
2016,3,21,14,30,0,0.588
2016,3,21,15,0,0,0.784
2016,3,21,15,30,0,0.482
2016,3,21,16,0,0,0.27
2016,3,21,16,30,0,0.301
2016,3,21,17,0,0,0.374
2016,3,21,17,30,0,0.083
2016,3,21,18,0,0,0.053
2016,3,21,18,30,0,0.126
2016,3,21,19,0,0,0.025
2016,3,21,19,30,0,0.046
2016,3,21,20,0,0,0.008
2016,3,21,20,30,0,-0.002
2016,3,21,21,0,0,-0.003
2016,3,21,21,30,0,0.002
2016,3,21,22,0,0,-0.011
2016,3,21,22,30,0,-0.018
2016,3,21,23,0,0,-0.001
2016,3,21,23,30,0,-0.005
2016,3,22,0,0,0,-0.017
2016,3,22,0,30,0,-0.012
2016,3,22,1,0,0,0.013
2016,3,22,1,30,0,-0.011
2016,3,22,2,0,0,-0.026
2016,3,22,2,30,0,0.001
2016,3,22,3,0,0,-0.047
2016,3,22,3,30,0,-0.013
2016,3,22,4,0,0,-0.041
2016,3,22,4,30,0,-0.047
2016,3,22,5,0,0,-0.075
2016,3,22,5,30,0,0.03
2016,3,22,6,0,0,0.004
2016,3,22,6,30,0,0.023
2016,3,22,7,0,0,0.061
2016,3,22,7,30,0,0.114
2016,3,22,8,0,0,-0.011
2016,3,22,8,30,0,0.207
2016,3,22,9,0,0,0.239
2016,3,22,9,30,0,-0.184
2016,3,22,10,0,0,0.144
2016,3,22,10,30,0,0.566
2016,3,22,11,0,0,0.366
2016,3,22,11,30,0,0.262
2016,3,22,12,0,0,0.29
2016,3,22,12,30,0,0.725
2016,3,22,13,0,0,0.281
2016,3,22,13,30,0,0.353
2016,3,22,14,0,0,0.628
2016,3,22,14,30,0,0.579
2016,3,22,15,0,0,0.119
2016,3,22,15,30,0,0.359
2016,3,22,16,0,0,0.179
2016,3,22,16,30,0,0.279
2016,3,22,17,0,0,0.113
2016,3,22,17,30,0,0.011
2016,3,22,18,0,0,0.095
2016,3,22,18,30,0,0.035
2016,3,22,19,0,0,0.031
2016,3,22,19,30,0,0.023
2016,3,22,20,0,0,-0.001
2016,3,22,20,30,0,-0.002
2016,3,22,21,0,0,0.044
2016,3,22,21,30,0,0.071
2016,3,22,22,0,0,0.031
2016,3,22,22,30,0,-0.011
2016,3,22,23,0,0,0.001
2016,3,22,23,30,0,0.02
2016,3,23,0,0,0,-0.013
2016,3,23,0,30,0,-0.016
2016,3,23,1,0,0,0.023
2016,3,23,1,30,0,-0.038
2016,3,23,2,0,0,-0.013
2016,3,23,2,30,0,-0.083
2016,3,23,3,0,0,0.032
2016,3,23,3,30,0,-0.02
2016,3,23,4,0,0,-0.062
2016,3,23,4,30,0,-0.076
2016,3,23,5,0,0,-0.134
2016,3,23,5,30,0,-0.043
2016,3,23,6,0,0,-0.133
2016,3,23,6,30,0,-0.191
2016,3,23,7,0,0,-0.126
2016,3,23,7,30,0,0.187
2016,3,23,8,0,0,0.006
2016,3,23,8,30,0,-0.078
2016,3,23,9,0,0,0.085
2016,3,23,9,30,0,0.015
2016,3,23,10,0,0,0.058
2016,3,23,10,30,0,0.125
2016,3,23,11,0,0,0.022
2016,3,23,11,30,0,-0.057
2016,3,23,12,0,0,0.184
2016,3,23,12,30,0,0.223
2016,3,23,13,0,0,0.999
2016,3,23,13,30,0,0.574
2016,3,23,14,0,0,0.27
2016,3,23,14,30,0,0.573
2016,3,23,15,0,0,0.723
2016,3,23,15,30,0,0.078
2016,3,23,16,0,0,0.668
2016,3,23,16,30,0,0.325
2016,3,23,17,0,0,0.198
2016,3,23,17,30,0,0.083
2016,3,23,18,0,0,0.356
2016,3,23,18,30,0,0.463
2016,3,23,19,0,0,0.381
2016,3,23,19,30,0,0.243
2016,3,23,20,0,0,0.04
2016,3,23,20,30,0,0.099
2016,3,23,21,0,0,0.065
2016,3,23,21,30,0,0.167
2016,3,23,22,0,0,0.135
2016,3,23,22,30,0,0.239
2016,3,23,23,0,0,0.227
2016,3,23,23,30,0,0.205
2016,3,24,0,0,0,0.163
2016,3,24,0,30,0,0.16
2016,3,24,1,0,0,0.132
2016,3,24,1,30,0,0.042
2016,3,24,2,0,0,0.077
2016,3,24,2,30,0,0.08
2016,3,24,3,0,0,0.072
2016,3,24,3,30,0,-0.015
2016,3,24,4,0,0,0.091
2016,3,24,4,30,0,0.065
2016,3,24,5,0,0,-0.022
2016,3,24,5,30,0,0.035
2016,3,24,6,0,0,-0.044
2016,3,24,6,30,0,-0.023
2016,3,24,7,0,0,-0.015
2016,3,24,7,30,0,0.014
2016,3,24,8,0,0,0.127
2016,3,24,8,30,0,0.213
2016,3,24,9,0,0,0.27
2016,3,24,9,30,0,0.47
2016,3,24,10,0,0,0.306
2016,3,24,10,30,0,0.543
2016,3,24,11,0,0,0.518
2016,3,24,11,30,0,0.675
2016,3,24,12,0,0,0.691
2016,3,24,12,30,0,1.021
2016,3,24,13,0,0,0.611
2016,3,24,13,30,0,1.457
2016,3,24,14,0,0,0.982
2016,3,24,14,30,0,1.306
2016,3,24,15,0,0,0.584
2016,3,24,15,30,0,0.461
2016,3,24,16,0,0,0.612
2016,3,24,16,30,0,0.328
2016,3,24,17,0,0,0.293
2016,3,24,17,30,0,0.01
2016,3,24,18,0,0,0.008
2016,3,24,18,30,0,-0.104
2016,3,24,19,0,0,-0.051
2016,3,24,19,30,0,-0.053
2016,3,24,20,0,0,-0.149
2016,3,24,20,30,0,-0.094
2016,3,24,21,0,0,0.028
2016,3,24,21,30,0,0.048
2016,3,24,22,0,0,0.056
2016,3,24,22,30,0,0.126
2016,3,24,23,0,0,0.109
2016,3,24,23,30,0,0.078
2016,3,25,0,0,0,-0.06
2016,3,25,0,30,0,-0.005
2016,3,25,1,0,0,0.004
2016,3,25,1,30,0,-0.097
2016,3,25,2,0,0,-0.049
2016,3,25,2,30,0,-0.116
2016,3,25,3,0,0,0.059
2016,3,25,3,30,0,0.039
2016,3,25,4,0,0,-0.038
2016,3,25,4,30,0,0.023
2016,3,25,5,0,0,0.148
2016,3,25,5,30,0,0.007
2016,3,25,6,0,0,0.02
2016,3,25,6,30,0,0.019
2016,3,25,7,0,0,0.16
2016,3,25,7,30,0,0.405
2016,3,25,8,0,0,0.335
2016,3,25,8,30,0,0.644
2016,3,25,9,0,0,0.731
2016,3,25,9,30,0,0.301
2016,3,25,10,0,0,0.34
2016,3,25,10,30,0,0.53
2016,3,25,11,0,0,0.663
2016,3,25,11,30,0,0.426
2016,3,25,12,0,0,0.801
2016,3,25,12,30,0,-0.116
2016,3,25,13,0,0,-0.07
2016,3,25,13,30,0,0.128
2016,3,25,14,0,0,0.411
2016,3,25,14,30,0,0.362
2016,3,25,15,0,0,0.209
2016,3,25,15,30,0,0.19
2016,3,25,16,0,0,0.25
2016,3,25,16,30,0,0.091
2016,3,25,17,0,0,0.188
2016,3,25,17,30,0,0.076
2016,3,25,18,0,0,0.077
2016,3,25,18,30,0,-0.028
2016,3,25,19,0,0,0.088
2016,3,25,19,30,0,0.042
2016,3,25,20,0,0,0.065
2016,3,25,20,30,0,0.13
2016,3,25,21,0,0,0.055
2016,3,25,21,30,0,0.082
2016,3,25,22,0,0,-0.076
2016,3,25,22,30,0,-0.093
2016,3,25,23,0,0,0.099
2016,3,25,23,30,0,-0.102
2016,3,26,0,0,0,0.198
2016,3,26,0,30,0,0.051
2016,3,26,1,0,0,0.034
2016,3,26,1,30,0,0.023
2016,3,26,2,0,0,0.02
2016,3,26,2,30,0,0.059
2016,3,26,3,0,0,0.081
2016,3,26,3,30,0,-0.121
2016,3,26,4,0,0,0.072
2016,3,26,4,30,0,0.092
2016,3,26,5,0,0,-0.08
2016,3,26,5,30,0,-0.102
2016,3,26,6,0,0,-0.078
2016,3,26,6,30,0,-0.078
2016,3,26,7,0,0,0.101
2016,3,26,7,30,0,-0.021
2016,3,26,8,0,0,0.214
2016,3,26,8,30,0,0.297
2016,3,26,9,0,0,0.077
2016,3,26,9,30,0,0.257
2016,3,26,10,0,0,0.313
2016,3,26,10,30,0,0.443
2016,3,26,11,0,0,0.485
2016,3,26,11,30,0,0.721
2016,3,26,12,0,0,0.293
2016,3,26,12,30,0,0.267
2016,3,26,13,0,0,0.227
2016,3,26,13,30,0,0.364
2016,3,26,14,0,0,0.182
2016,3,26,14,30,0,-0.095
2016,3,26,15,0,0,0.224
2016,3,26,15,30,0,0.215
2016,3,26,16,0,0,0.128
2016,3,26,16,30,0,0.073
2016,3,26,17,0,0,0.178
2016,3,26,17,30,0,-0.102
2016,3,26,18,0,0,0.117
2016,3,26,18,30,0,0.093
2016,3,26,19,0,0,0.051
2016,3,26,19,30,0,-0.114
2016,3,26,20,0,0,-0.096
2016,3,26,20,30,0,-0.091
2016,3,26,21,0,0,-0.144
2016,3,26,21,30,0,-0.024
2016,3,26,22,0,0,-0.158
2016,3,26,22,30,0,0.076
2016,3,26,23,0,0,0.233
2016,3,26,23,30,0,0.043
2016,3,27,0,0,0,0.294
2016,3,27,0,30,0,-0.106
2016,3,27,1,0,0,0.196
2016,3,27,1,30,0,0.13
2016,3,27,2,0,0,0.132
2016,3,27,2,30,0,0.155
2016,3,27,3,0,0,0.118
2016,3,27,3,30,0,0.155
2016,3,27,4,0,0,0.143
2016,3,27,4,30,0,0.102
2016,3,27,5,0,0,0.187
2016,3,27,5,30,0,0.259
2016,3,27,6,0,0,0.284
2016,3,27,6,30,0,0.172
2016,3,27,7,0,0,0.194
2016,3,27,7,30,0,0.222
2016,3,27,8,0,0,0.286
2016,3,27,8,30,0,0.465
2016,3,27,9,0,0,0.534
2016,3,27,9,30,0,0.406
2016,3,27,10,0,0,0.681
2016,3,27,10,30,0,0.646
2016,3,27,11,0,0,1.378
2016,3,27,11,30,0,0.791
2016,3,27,12,0,0,1.181
2016,3,27,12,30,0,1.159
2016,3,27,13,0,0,1.573
2016,3,27,13,30,0,0.682
2016,3,27,14,0,0,0.814
2016,3,27,14,30,0,0.654
2016,3,27,15,0,0,0.519
2016,3,27,15,30,0,0.414
2016,3,27,16,0,0,0.188
2016,3,27,16,30,0,0.219
2016,3,27,17,0,0,0.425
2016,3,27,17,30,0,0.434
2016,3,27,18,0,0,0.003
2016,3,27,18,30,0,0.184
2016,3,27,19,0,0,0.024
2016,3,27,19,30,0,-0.082
2016,3,27,20,0,0,0.006
2016,3,27,20,30,0,-0.266
2016,3,27,21,0,0,-0.053
2016,3,27,21,30,0,-0.083
2016,3,27,22,0,0,-0.222
2016,3,27,22,30,0,-0.07
2016,3,27,23,0,0,-0.153
2016,3,27,23,30,0,-0.1
2016,3,28,0,0,0,-0.151
2016,3,28,0,30,0,-0.274
2016,3,28,1,0,0,-0.24
2016,3,28,1,30,0,-0.165
2016,3,28,2,0,0,-0.136
2016,3,28,2,30,0,-0.204
2016,3,28,3,0,0,-0.136
2016,3,28,3,30,0,-0.191
2016,3,28,4,0,0,-0.143
2016,3,28,4,30,0,-0.162
2016,3,28,5,0,0,-0.139
2016,3,28,5,30,0,-0.215
2016,3,28,6,0,0,-0.205
2016,3,28,6,30,0,-0.16
2016,3,28,7,0,0,-0.073
2016,3,28,7,30,0,0.143
2016,3,28,8,0,0,0.234
2016,3,28,8,30,0,0.306
2016,3,28,9,0,0,0.329
2016,3,28,9,30,0,0.386
2016,3,28,10,0,0,0.245
2016,3,28,10,30,0,0.196
2016,3,28,11,0,0,0.207
2016,3,28,11,30,0,0.113
2016,3,28,12,0,0,0.196
2016,3,28,12,30,0,0.201
2016,3,28,13,0,0,0.162
2016,3,28,13,30,0,0.059
2016,3,28,14,0,0,0.034
2016,3,28,14,30,0,0.168
2016,3,28,15,0,0,0.153
2016,3,28,15,30,0,0.151
2016,3,28,16,0,0,0.108
2016,3,28,16,30,0,0.068
2016,3,28,17,0,0,0.064
2016,3,28,17,30,0,0.021
2016,3,28,18,0,0,-0.01
2016,3,28,18,30,0,-0.023
2016,3,28,19,0,0,-0.032
2016,3,28,19,30,0,-0.015
2016,3,28,20,0,0,-0.041
2016,3,28,20,30,0,-0.029
2016,3,28,21,0,0,-0.064
2016,3,28,21,30,0,-0.056
2016,3,28,22,0,0,-0.044
2016,3,28,22,30,0,0.001
2016,3,28,23,0,0,-0.053
2016,3,28,23,30,0,0.041
2016,3,29,0,0,0,0.032
2016,3,29,0,30,0,0.063
2016,3,29,1,0,0,0.027
2016,3,29,1,30,0,-0.032
2016,3,29,2,0,0,0.109
2016,3,29,2,30,0,-0.011
2016,3,29,3,0,0,-0.005
2016,3,29,3,30,0,-0.125
2016,3,29,4,0,0,-0.018
2016,3,29,4,30,0,0.009
2016,3,29,5,0,0,-0.032
2016,3,29,5,30,0,-0.034
2016,3,29,6,0,0,-0.022
2016,3,29,6,30,0,-0.006
2016,3,29,7,0,0,0.111
2016,3,29,7,30,0,0.15
2016,3,29,8,0,0,0.202
2016,3,29,8,30,0,0.198
2016,3,29,9,0,0,0.301
2016,3,29,9,30,0,0.89
2016,3,29,10,0,0,0.68
2016,3,29,10,30,0,0.546
2016,3,29,11,0,0,0.559
2016,3,29,11,30,0,0.665
2016,3,29,12,0,0,0.758
2016,3,29,12,30,0,0.588
2016,3,29,13,0,0,0.757
2016,3,29,13,30,0,0.849
2016,3,29,14,0,0,0.695
2016,3,29,14,30,0,0.673
2016,3,29,15,0,0,0.477
2016,3,29,15,30,0,0.521
2016,3,29,16,0,0,0.512
2016,3,29,16,30,0,0.211
2016,3,29,17,0,0,0.299
2016,3,29,17,30,0,0.176
2016,3,29,18,0,0,0.167
2016,3,29,18,30,0,0.167
2016,3,29,19,0,0,0.056
2016,3,29,19,30,0,0.097
2016,3,29,20,0,0,0.006
2016,3,29,20,30,0,-0.01
2016,3,29,21,0,0,0.054
2016,3,29,21,30,0,0.023
2016,3,29,22,0,0,0.091
2016,3,29,22,30,0,0.062
2016,3,29,23,0,0,0.027
2016,3,29,23,30,0,0.032
2016,3,30,0,0,0,0.035
2016,3,30,0,30,0,0.037
2016,3,30,1,0,0,0.011
2016,3,30,1,30,0,0.044
2016,3,30,2,0,0,0.02
2016,3,30,2,30,0,0.022
2016,3,30,3,0,0,0.018
2016,3,30,3,30,0,0.016
2016,3,30,4,0,0,0.021
2016,3,30,4,30,0,0.083
2016,3,30,5,0,0,0.153
2016,3,30,5,30,0,0.054
2016,3,30,6,0,0,0.119
2016,3,30,6,30,0,0.086
2016,3,30,7,0,0,0.026
2016,3,30,7,30,0,0.17
2016,3,30,8,0,0,0.176
2016,3,30,8,30,0,0.235
2016,3,30,9,0,0,0.254
2016,3,30,9,30,0,0.172
2016,3,30,10,0,0,0.208
2016,3,30,10,30,0,0.169
2016,3,30,11,0,0,0.216
2016,3,30,11,30,0,0.082
2016,3,30,12,0,0,0.221
2016,3,30,12,30,0,0.3
2016,3,30,13,0,0,0.341
2016,3,30,13,30,0,0.314
2016,3,30,14,0,0,0.266
2016,3,30,14,30,0,0.846
2016,3,30,15,0,0,0.928
2016,3,30,15,30,0,0.205
2016,3,30,16,0,0,0.33
2016,3,30,16,30,0,0.104
2016,3,30,17,0,0,0.018
2016,3,30,17,30,0,-0.003
2016,3,30,18,0,0,-0.01
2016,3,30,18,30,0,0.013
2016,3,30,19,0,0,-0.101
2016,3,30,19,30,0,-0.091
2016,3,30,20,0,0,-0.058
2016,3,30,20,30,0,-0.056
2016,3,30,21,0,0,0.029
2016,3,30,21,30,0,0.063
2016,3,30,22,0,0,-0.014
2016,3,30,22,30,0,-0.1
2016,3,30,23,0,0,0.018
2016,3,30,23,30,0,-0.02
2016,3,31,0,0,0,0.019
2016,3,31,0,30,0,-0.06
2016,3,31,1,0,0,-0.244
2016,3,31,1,30,0,0.017
2016,3,31,2,0,0,0.111
2016,3,31,2,30,0,-0.116
2016,3,31,3,0,0,-0.153
2016,3,31,3,30,0,-0.079
2016,3,31,4,0,0,-0.1
2016,3,31,4,30,0,-0.064
2016,3,31,5,0,0,-0.05
2016,3,31,5,30,0,0.14
2016,3,31,6,0,0,0.179
2016,3,31,6,30,0,-0.135
2016,3,31,7,0,0,-0.144
2016,3,31,7,30,0,0.378
2016,3,31,8,0,0,0.595
2016,3,31,8,30,0,0.537
2016,3,31,9,0,0,0.328
2016,3,31,9,30,0,0.336
2016,3,31,10,0,0,0.319
2016,3,31,10,30,0,0.817
2016,3,31,11,0,0,0.424
2016,3,31,11,30,0,0.357
2016,3,31,12,0,0,0.586
2016,3,31,12,30,0,0.564
2016,3,31,13,0,0,1.222
2016,3,31,13,30,0,0.303
2016,3,31,14,0,0,0.277
2016,3,31,14,30,0,-0.138
2016,3,31,15,0,0,0.27
2016,3,31,15,30,0,0.652
2016,3,31,16,0,0,1.077
2016,3,31,16,30,0,0.127
2016,3,31,17,0,0,-0.091
2016,3,31,17,30,0,0.278
2016,3,31,18,0,0,0.03
2016,3,31,18,30,0,0.047
2016,3,31,19,0,0,-0.003
2016,3,31,19,30,0,0.356
2016,3,31,20,0,0,-0.042
2016,3,31,20,30,0,0.007
2016,3,31,21,0,0,0.147
2016,3,31,21,30,0,0.059
2016,3,31,22,0,0,-0.165
2016,3,31,22,30,0,0.274
2016,3,31,23,0,0,0.028
2016,3,31,23,30,0,0.04
2016,4,1,0,0,0,-0.022
2016,4,1,0,30,0,-0.003
2016,4,1,1,0,0,0.049
2016,4,1,1,30,0,0.019
2016,4,1,2,0,0,0.079
2016,4,1,2,30,0,-0.042
2016,4,1,3,0,0,-0.023
2016,4,1,3,30,0,0.013
2016,4,1,4,0,0,-0.011
2016,4,1,4,30,0,-0.04
2016,4,1,5,0,0,-0.067
2016,4,1,5,30,0,-0.039
2016,4,1,6,0,0,0.006
2016,4,1,6,30,0,0.059
2016,4,1,7,0,0,0.063
2016,4,1,7,30,0,0.09
2016,4,1,8,0,0,0.055
2016,4,1,8,30,0,0.183
2016,4,1,9,0,0,0.81
2016,4,1,9,30,0,0.346
2016,4,1,10,0,0,1.012
2016,4,1,10,30,0,1.808
2016,4,1,11,0,0,0.356
2016,4,1,11,30,0,0.591
2016,4,1,12,0,0,1.51
2016,4,1,12,30,0,2.106
2016,4,1,13,0,0,0.447
2016,4,1,13,30,0,0.63
2016,4,1,14,0,0,0.302
2016,4,1,14,30,0,0.463
2016,4,1,15,0,0,0.671
2016,4,1,15,30,0,0.026
2016,4,1,16,0,0,0.392
2016,4,1,16,30,0,0.502
2016,4,1,17,0,0,0.229
2016,4,1,17,30,0,1.971
2016,4,1,18,0,0,-0.059
2016,4,1,18,30,0,0.005
2016,4,1,19,0,0,-0.058
2016,4,1,19,30,0,-0.068
2016,4,1,20,0,0,0.001
2016,4,1,20,30,0,-0.027
2016,4,1,21,0,0,-0.113
2016,4,1,21,30,0,-0.095
2016,4,1,22,0,0,0.015
2016,4,1,22,30,0,0.152
2016,4,1,23,0,0,0.086
2016,4,1,23,30,0,0.019
2016,4,2,0,0,0,0.144
2016,4,2,0,30,0,0.051
2016,4,2,1,0,0,0.073
2016,4,2,1,30,0,0.034
2016,4,2,2,0,0,-0.095
2016,4,2,2,30,0,-0.027
2016,4,2,3,0,0,-0.072
2016,4,2,3,30,0,-0.088
2016,4,2,4,0,0,-0.111
2016,4,2,4,30,0,-0.159
2016,4,2,5,0,0,-0.144
2016,4,2,5,30,0,-0.196
2016,4,2,6,0,0,-0.131
2016,4,2,6,30,0,-0.087
2016,4,2,7,0,0,0.176
2016,4,2,7,30,0,0.224
2016,4,2,8,0,0,0.461
2016,4,2,8,30,0,0.42
2016,4,2,9,0,0,0.253
2016,4,2,9,30,0,0.106
2016,4,2,10,0,0,0.279
2016,4,2,10,30,0,1.365
2016,4,2,11,0,0,0.617
2016,4,2,11,30,0,0.427
2016,4,2,12,0,0,0.377
