Datenum RHTd Global Event NonEvent
732573 NaN 51.3932 0 1
732574 NaN 216.9292 1 0
732575 79.2328571428571 46.41 0 1
732579 78.5608695652174 116.958260869565 0 1
732580 81.4063636363637 128.030434782609 0 1
732581 75.7795652173913 213.750869565217 0 1
732582 75.0113043478261 207.699565217391 0 1
732583 81.5365217391304 102.15347826087 0 1
732585 80.0008695652174 162.36652173913 0 1
732586 86.6563636363636 117.107727272727 0 1
732595 68.8326315789474 202.2765 1 0
732597 81.87625 89.086 0 1
732598 92.3985 106.2115 0 1
732601 74.4552631578947 65.8215789473684 0 1
732604 86.2336842105263 56.4536842105263 0 1
732607 96.7577777777778 21.1911111111111 0 1
732608 91.4511111111111 45.0822222222222 0 1
732611 86.7929411764706 30.1270588235294 0 1
732612 77.7876470588235 60.4982352941176 0 1
732613 91.5823529411765 19.5688235294118 0 1
732614 75.39 135.955294117647 0 1
732615 83.9858823529412 21.2852941176471 0 1
732616 89.921875 15.321875 0 1
732617 81.590625 108.24375 0 1
732618 89.1742857142857 19.12625 0 1
732619 85.13125 48.009375 0 1
732620 96.20125 7.324375 0 1
732621 93.968125 15.281875 0 1
732623 95.2913333333333 10.7573333333333 0 1
732628 94.6214285714286 9.33714285714286 0 1
732634 89.3046153846154 37.3446153846154 0 1
732636 89.2369230769231 31.2846153846154 0 1
732640 94.5076923076923 4.95153846153846 0 1
732641 91.5261538461538 5.30307692307692 0 1
732642 94.4258333333333 9.05833333333333 0 1
732644 95.4883333333333 9.43833333333333 0 1
732646 92.9209090909091 25.51 0 1
732647 92.5881818181818 30.3463636363636 0 1
732649 86.4081818181818 19.0318181818182 0 1
732650 91.5163636363636 97.1618181818182 0 1
732651 95.156 3.17090909090909 0 1
732652 95.7845454545454 6.14090909090909 0 1
732653 93.9990909090909 6.11272727272727 0 1
732654 87.1936363636364 11.0309090909091 0 1
732659 67.1172727272727 22.2754545454545 1 0
732662 89.2945454545455 15.8763636363636 0 1
732666 99.878 21.274 0 1
732668 96.1466666666667 63.223 0 1
732669 98.284 7.942 0 1
732672 97.125 23.489 0 1
732673 97.936 13.081 0 1
732674 97.299 13.055 0 1
732675 98.429 9.15 1 0
732676 98.224 7.265 0 1
732677 NaN 0.05 0 1
732678 93.215 12.233 0 1
732679 91.6728571428572 14.78 0 1
732681 77.0771428571429 7.66545454545454 0 1
732683 94.9766666666667 13.6108333333333 0 1
732687 91.462 50.1666666666667 0 1
732688 96.655 3.7175 0 1
732697 94.5538461538462 121.196923076923 0 1
732698 95.2676923076923 115.597692307692 0 1
732699 98.8523076923077 115.972307692308 0 1
732701 97.4992857142857 7.11214285714286 0 1
732704 84.6364285714286 86.33 1 0
732709 98.7726666666667 23.0313333333333 0 1
732712 98.7386666666667 129.593333333333 0 1
732713 97.841875 164.230625 0 1
732714 98.9222222222222 162.8975 0 1
732716 97.6175 114.77375 0 1
732720 98.3929411764706 45.4182352941176 0 1
732722 99.3607142857143 54.0482352941177 0 1
732723 97.504705882353 47.0235294117647 0 1
732725 95.0027777777778 148.124444444444 0 1
732726 97.1405555555556 84.0655555555556 0 1
732727 96.6035294117647 48.0066666666667 0 1
732730 94.6135294117647 62.0705263157895 0 1
732733 73.6172222222222 200.124210526316 1 0
732734 70.7916666666667 200.059473684211 1 0
732738 83.9316666666667 126.511 0 1
732739 80.286 136.7305 1 0
732740 89.391 186.5845 0 1
732742 83.9957894736842 79.7038095238095 0 1
732743 86.0661904761905 220.354761904762 0 1
732746 83.0285 250.689545454545 0 1
732748 75.3119047619048 294.337727272727 1 0
732749 63.3381818181818 278.430454545454 1 0
732750 66.6463636363636 271.878636363636 1 0
732752 65.6258823529412 274.465652173913 0 1
732756 67.804347826087 251.514166666667 1 0
732757 75.4066666666667 223.547916666667 1 0
732758 69.25625 220.9525 1 0
732763 59.0891666666667 227.699583333333 1 0
732764 93.6628 85.2226923076923 0 1
732765 91.6573076923077 87.7965384615385 0 1
732766 92.9815 101.949545454545 0 1
732772 95.5716666666667 52.7807692307692 0 1
732774 88.9614814814815 139.880740740741 0 1
732775 83.4748148148148 132.597037037037 0 1
732784 81.0255172413793 131.301379310345 1 0
732788 63.7556666666667 278.110666666667 1 0
732789 41.709 378.843333333333 1 0
732790 35.147 374.501 1 0
732791 31.529 390.960666666667 1 0
732795 38.188064516129 344.265161290323 0 1
732797 24.6693548387097 430.013548387097 1 0
732803 29.3048484848485 404.19 1 0
732806 31.6727272727273 425.019393939394 1 0
732807 39.1048484848485 419.364848484849 1 0
732809 55.3109090909091 242.982727272727 1 0
732811 49.2276470588235 411.154705882353 1 0
732812 57.3205882352941 342.528529411765 1 0
732813 42.1252941176471 354.374411764706 1 0
732814 31.3864705882353 420.582058823529 1 0
732815 39.3797142857143 271.234571428571 1 0
732818 76.5925714285714 153.231142857143 1 0
732820 90.7234285714286 57.8285714285714 0 1
732821 92.8714285714286 70.5905714285714 0 1
732823 92.2702777777778 119.081388888889 0 1
732825 70.9252777777778 270.63 0 1
732830 45.8589189189189 408.686486486487 1 0
732833 53.8275675675676 319.921351351351 0 1
732836 55.1719444444444 297.941621621622 1 0
732839 43.3481081081081 384.730540540541 1 0
732840 36.3216666666667 440.533243243243 1 0
732843 49.2845945945946 408.605 1 0
732845 44.853947368421 428.149210526316 1 0
732857 76.6889473684211 291.382894736842 0 1
732859 46.4881578947368 438.134473684211 1 0
732861 38.3863157894737 406.440789473684 1 0
732862 53.6418421052632 353.230263157895 0 1
732863 38.6637837837838 445.475135135135 1 0
732866 42.4858333333333 392.464444444444 0 1
732867 48.4625 392.474444444444 1 0
732869 59.7038888888889 372.696388888889 1 0
732873 46.0811111111111 415.054722222222 1 0
732874 41.6666666666667 447.825 1 0
732875 42.0877777777778 419.876944444444 0 1
732878 45.3594444444444 362.473611111111 1 0
732880 77.4522857142857 245.806857142857 0 1
732881 45.9694117647059 430.641764705882 0 1
732883 44.2888461538461 407.887352941176 1 0
732886 45.3032352941177 424.165294117647 1 0
732888 64.7508823529412 284.150882352941 0 1
732889 55.6973529411765 340.602058823529 1 0
732893 42.3203125 422.084375 0 1
732895 36.164375 329.6778125 0 1
732896 35.5109375 402.83875 1 0
732897 49.6215625 153.5240625 0 1
732898 55.6203125 159.8653125 0 1
732899 65.8787096774194 183.079375 0 1
732901 36.834375 358.0675 0 1
732903 66.0693548387097 171.818387096774 0 1
732904 73.9103448275862 186.946451612903 0 1
732905 65.641 299.697333333333 0 1
732906 88.2826666666667 191.392666666667 0 1
732908 63.7276666666667 350.916333333333 1 0
732910 73.3416666666667 231.361333333333 0 1
732914 73.0855172413793 161.975172413793 0 1
732920 59.9242857142857 369.026428571429 0 1
732921 70.7592857142857 225.680357142857 0 1
732923 73.3122222222222 214.618148148148 0 1
732924 95.0474074074074 63.3411111111111 0 1
732925 85.6525925925926 146.262962962963 0 1
732928 93.4176923076923 90.935925925926 0 1
732932 76.9836 207.544 0 1
732934 67.7329166666666 200.3668 1 0
732935 56.5744 331.5392 1 0
732940 74.4752 181.0204 1 0
732942 78.7108695652174 207.968260869565 0 1
732944 75.9273913043478 167.509130434783 0 1
732946 70.3913043478261 162.26 1 0
732947 82.3995652173913 115.867826086957 0 1
732948 88.0160869565217 49.1878260869565 0 1
732949 93.6117391304348 74.7039130434783 0 1
732950 96.3834782608696 64.064347826087 0 1
732951 97.3504545454546 27.1913636363636 0 1
732952 89.8059090909091 125.238181818182 0 1
732953 97.3080952380952 35.227619047619 0 1
732954 96.7471428571428 51.1547619047619 0 1
732957 93.8042857142857 48.2738095238095 0 1
732958 87.1980952380952 103.527142857143 1 0
732959 91.6433333333333 50.5257142857143 0 1
732960 89.789 75.3475 0 1
732961 94.9765 53.898 0 1
732962 84.596 152.2275 0 1
732965 81.8668421052632 56.8405263157895 0 1
732967 82.93 80.8973684210526 1 0
732971 86.9027777777778 27.9872222222222 0 1
732972 98.8588888888889 40.6427777777778 0 1
732973 98.3122222222222 22.9055555555556 0 1
732975 93.7622222222222 71.2344444444444 0 1
732981 93.96875 28.473125 0 1
732982 86.7075 41.216875 0 1
732983 85.763125 107.720625 1 0
732985 92.5278571428571 180.094375 1 0
732990 97.9673333333333 51.8366666666667 0 1
732991 77.8093333333333 99.2726666666667 1 0
732992 94.8457142857143 37.1635714285714 0 1
732994 92.7871428571429 16.9328571428571 0 1
732996 98.4978571428572 12.93 0 1
732997 95.195 15.9964285714286 0 1
732998 97.3123076923077 11.3092307692308 0 1
732999 99.0484615384615 14.2123076923077 0 1
733001 94.01 20.03 0 1
733002 97.4936363636364 15.5523076923077 0 1
733003 97.2684615384616 5.95769230769231 0 1
733004 97.2446153846154 8.04384615384615 0 1
733005 96.7507692307692 5.54846153846154 0 1
733006 91.7307692307692 13.2561538461538 0 1
733007 89.9433333333333 18.1025 0 1
733012 93.6981818181818 13.3490909090909 0 1
733015 96.9090909090909 3.33090909090909 0 1
733016 95.1990909090909 4.43 0 1
733017 87.0227272727273 9.44363636363637 0 1
733018 93.7927272727273 11.6209090909091 0 1
733019 93.9563636363636 4.64636363636364 0 1
733020 97.1572727272727 2.04454545454545 0 1
733021 82.35 17.2881818181818 0 1
733022 92.4945454545455 4.10090909090909 0 1
733023 84.5381818181818 9.69090909090909 0 1
733024 94.2872727272727 5.40909090909091 0 1
733030 97.374 40.854 0 1
733031 99.595 9.617 0 1
733039 80.718 41.392 1 0
733040 95.555 40.223 0 1
733041 98.58125 6.622 0 1
733043 97.914 7.148 0 1
733044 98.755 11.672 0 1
733046 97.5627272727273 4.69818181818182 0 1
733049 97.2808333333333 7.3825 0 1
733050 98.1925 6.56666666666667 0 1
733052 80.1841666666667 31.5908333333333 1 0
733053 88.9558333333333 21.8525 0 1
733054 93.2975 81.5658333333333 0 1
733056 97.32 6.05666666666667 0 1
733057 99.3408333333333 33.8666666666667 0 1
733058 89.4666666666667 16.6216666666667 1 0
733063 98.8815384615384 54.7069230769231 0 1
733064 96.0815384615385 149.370769230769 0 1
733066 99.0571428571428 20.9885714285714 0 1
733067 97.88375 73.1778571428571 0 1
733070 90.025 101.7 1 0
733071 95.5235714285714 124.567857142857 1 0
733082 97.31 207.8625 0 1
733088 96.5111764705882 63.5076470588235 0 1
733089 98.5938888888889 33.5638888888889 0 1
733090 80.3688888888889 99.0488888888889 0 1
733091 86.4511111111111 29.6138888888889 0 1
733092 91.7772222222222 188.451111111111 0 1
733094 88.9676470588235 273.402105263158 1 0
733095 82.618 277.419473684211 1 0
733097 85.4236842105263 120.59947368421 0 1
733098 NaN NaN 1 0
733099 83.1647368421053 139.906 0 1
733103 98.7317647058824 49.592 0 1
733104 92.038 77.2905 0 1
733106 88.7366666666667 61.3204761904762 0 1
733108 96.01 39.47 0 1
733109 98.705 54.6468181818182 0 1
733113 97.4263636363636 70.0718181818182 0 1
733115 64.0390909090909 284.738181818182 1 0
733117 62.9786956521739 197.305652173913 1 0
733120 94.3866666666667 68.1904166666667 0 1
733123 85.7420833333334 99.1041666666667 0 1
733125 51.245 299.438333333333 1 0
733127 54.4420833333333 320.175 0 1
733131 51.2676923076923 309.818076923077 1 0
733132 41.7484615384615 358.109615384615 1 0
733133 59.86 352.321153846154 1 0
733134 56.1442307692308 230.056538461539 1 0
733136 56.6019230769231 215.981153846154 1 0
733140 44.0125925925926 402.331111111111 1 0
733141 45.6882142857143 402.936071428571 1 0
733142 44.5044444444444 263.894642857143 1 0
733143 65.776 175.255416666667 1 0
733144 43.8178571428571 390.072142857143 1 0
733145 54.095 272.904285714286 1 0
733146 45.0225 406.706428571429 1 0
733147 48.6510714285714 378.158571428571 1 0
733148 36.0631034482759 414.711034482759 1 0
733149 59.2234482758621 169.361724137931 1 0
733150 48.6293103448276 361.822068965517 1 0
733151 57.1586206896552 304.868275862069 1 0
733152 94.1645833333333 87.9931034482758 0 1
733153 95.0713333333333 77.4143333333333 0 1
733155 85.1596551724138 99.309 0 1
733156 84.6453333333333 143.583 0 1
733160 46.0554838709677 361.526451612903 1 0
733162 42.9825806451613 385.714193548387 1 0
733163 41.5793548387097 379.332903225806 1 0
733166 63.12125 290.448387096774 0 1
733167 52.2771875 359.7015625 1 0
733169 44.5069696969697 404.953333333333 1 0
733171 67.4433333333334 302.313636363636 0 1
733173 36.5860606060606 430.412424242424 1 0
733174 62.0648484848485 380.186060606061 0 1
733175 42.2457575757576 463.62303030303 1 0
733179 35.2408823529412 492.532647058823 1 0
733180 39.276 236.721714285714 1 0
733184 66.7074285714286 386.451714285714 1 0
733188 81.0219444444445 111.906111111111 0 1
733190 90.9661111111111 107.041666666667 0 1
733191 93.5236111111111 92.3716666666667 0 1
733192 91.5834285714285 92.8969444444445 0 1
733194 41.6716666666667 492.129189189189 1 0
733211 61.3094736842105 246.739736842105 0 1
733217 31.4828947368421 393.064210526316 0 1
733218 62.2407894736842 199.306052631579 1 0
733220 93.9926315789474 73.4455263157895 0 1
733221 95.5075675675675 51.2631578947368 0 1
733227 52.7007894736842 371.96 0 1
733228 55.5569696969697 363.53972972973 0 1
733232 89.935 166.703333333333 0 1
733234 91.3213888888889 99.4630555555555 0 1
733237 75.6466666666667 213.904722222222 0 1
733244 60.4127777777778 304.147222222222 0 1
733245 55.5248571428572 364.496 0 1
733248 94.905294117647 136.503235294118 0 1
733252 85.4585294117647 183.654411764706 0 1
733253 77.93 276.449117647059 0 1
733256 78.4605882352941 175.467647058824 0 1
733257 79.5742424242424 192.694545454545 0 1
733258 61.6653125 351.2865625 0 1
733262 50.829375 423.931875 0 1
733265 64.3028125 321.224375 0 1
733266 91.7103125 116.37375 0 1
733268 72.3554838709678 233.507741935484 0 1
733272 64.7796666666667 347.26 1 0
733273 70.677 345.554 1 0
733280 67.0351724137931 222.648965517241 1 0
733281 68.3328571428571 284.126785714286 1 0
733292 60.357037037037 306.55037037037 1 0
733296 61.1773076923077 292.936538461538 1 0
733299 68.3576 315.5264 1 0
733301 79.5608 136.2896 1 0
733310 75.924347826087 209.847391304348 0 1
733312 88.9973913043478 132.321304347826 0 1
733313 70.035652173913 269.835217391304 1 0
733314 92.5004347826087 50.1626086956522 0 1
733315 93.9386956521739 57.16 0 1
733318 93.8423809523809 59.5752380952381 0 1
733319 95.0942857142857 45.2414285714286 0 1
733320 97.9947619047619 29.9009523809524 0 1
733321 94.322380952381 41.2142857142857 0 1
733322 88.2114285714286 55.6309523809524 0 1
733324 84.542380952381 67.3157142857143 1 0
733325 54.7117647058823 217.93 1 0
733326 63.307 199.429 1 0
733328 61.5425 221.337 1 0
733332 71.5842105263158 146.732631578947 1 0
733334 65.7310526315789 151.93 1 0
733335 55.6205555555556 189.253333333333 1 0
733337 84.5888235294118 48.965 0 1
733338 83.5905555555556 37.9566666666667 0 1
733340 82.5777777777778 74.6844444444445 0 1
733343 93.8270588235294 14.89 0 1
733344 80.3505882352941 24.9217647058824 0 1
733349 91.63875 44.015 0 1
733351 92.551875 44.454375 0 1
733352 94.468 17.6553333333333 0 1
733356 97.368 12.0593333333333 0 1
733358 94.3192857142857 18.5885714285714 0 1
733359 87.7671428571429 17.7628571428571 0 1
733360 82.5764285714286 80.7642857142857 0 1
733363 89.1638461538462 37.4246153846154 0 1
733364 99.3930769230769 27.8 0 1
733368 97.4684615384616 4.18769230769231 0 1
733371 95.7561538461538 9.95153846153846 0 1
733373 90.3275 18.3458333333333 0 1
733375 100.437272727273 35.5763636363636 0 1
733376 99.3 18.68 0 1
733379 98.3436363636364 5.71363636363636 0 1
733380 94.3909090909091 25.1163636363636 0 1
733382 97.1690909090909 3.88 0 1
733383 96.0563636363636 6.94727272727273 0 1
733385 91.4236363636364 7.52636363636364 0 1
733386 98.1763636363636 3.91 0 1
733388 90.3454545454545 40.6272727272727 0 1
733393 98.587 12.123 0 1
733394 96.322 20.837 0 1
733399 97.844 3.015 0 1
733400 93.908 7.688 0 1
733402 96.253 0.869 0 1
733403 88.656 2.611 0 1
733404 90.342 5.905 0 1
733405 96.684 4.564 0 1
733407 94.891 25.088 0 1
733408 NaN NaN 0 1
733412 77.0954545454546 65.0727272727273 0 1
733414 96.195 12.64 0 1
733415 97.7283333333333 6.0225 0 1
733416 98.6833333333333 7.3275 0 1
733417 96.5216666666667 6.15833333333333 0 1
733418 97 3.63083333333333 0 1
733419 91.8575 10.3416666666667 0 1
733421 99.616 9.94666666666667 0 1
733422 97.8016666666667 3.8025 0 1
733423 97.7975 3.71083333333333 0 1
733424 98.0358333333333 5.2925 0 1
733425 100.179166666667 5.25083333333333 0 1
733426 98.1430769230769 5.20538461538462 0 1
733427 95.7961538461538 17.9892307692308 0 1
733428 98.0092307692307 17.1215384615385 0 1
733429 90.9884615384616 18.1138461538462 0 1
733430 90.88 37.885 0 1
733431 93.7478571428571 8.20285714285714 0 1
733434 92.915 49.5185714285714 0 1
733436 98.7364285714286 13.5735714285714 0 1
733439 92.548 13.9733333333333 0 1
733440 96.782 19.7233333333333 0 1
733443 98.722 21.399375 0 1
733445 98.008125 22.5775 0 1
733447 99.0675 17.59375 0 1
733448 99.5564705882353 18.6541176470588 0 1
733449 98.8158823529412 24.9982352941177 0 1
733450 96.8476470588235 59.5505882352941 0 1
733453 54.5805882352941 154.617647058824 1 0
733456 87.92 93.909375 1 0
733457 68.64 NaN 1 0
733458 98.5855555555556 66.1118181818182 0 1
733459 97.916875 27.9027777777778 0 1
733465 98.428 41.668 0 1
733466 91.2088888888889 61.5868421052632 0 1
733467 96.4725 149.7275 0 1
733470 89.0735 75.9865 0 1
733472 82.2104761904762 115.97 1 0
733476 97.4695454545455 35.6822727272727 0 1
733477 96.7586363636364 51.3031818181818 0 1
733478 89.4659090909091 90.76 0 1
733479 96.5885 27.2977272727273 0 1
733480 97.335 48.4740909090909 0 1
733481 99.5413636363636 47.4390909090909 0 1
733482 94.72 47.5921739130435 0 1
733483 95.0860869565217 91.8934782608695 0 1
733484 91.5291666666667 108.86875 0 1
733485 92.9795833333333 76.6245833333333 0 1
733499 63.5 140.506923076923 0 1
733503 96.0966666666667 42.9685185185185 0 1
733504 94.5148148148148 80.8351851851852 0 1
733505 98.6737037037037 38.4644444444444 0 1
733506 98.3857142857143 56.2996428571429 0 1
733511 95.5510714285714 32.7085714285714 0 1
733520 37.847 383.680333333333 1 0
733522 36.677 347.268333333333 1 0
733526 84.3651612903226 89.4129032258065 0 1
733528 51.9938709677419 362.341290322581 0 1
733534 47.83 385.726363636364 1 0
733542 57.5288235294118 342.805 1 0
733546 91.5482857142857 97.4565714285714 0 1
733577 95.3768421052632 60.1942105263158 0 1
733579 NaN 191.389473684211 0 1
733601 79.0138888888889 219.673333333333 0 1
733609 71.2694444444444 159.894722222222 0 1
733613 54.1861764705882 383.460882352941 1 0
733615 51.2888235294118 367.108529411765 0 1
733616 47.8376470588235 384.784705882353 1 0
733623 68.0734375 189.8225 0 1
733625 54.585 329.29125 1 0
733629 77.3646875 205.934375 0 1
733630 77.9 226.030625 0 1
733632 70.33625 231.3646875 0 1
733634 71.6929032258064 243.959032258064 0 1
733635 79.9976666666667 236.864333333333 0 1
733637 94.1633333333333 53.7483333333333 0 1
733638 88.247 116.356 0 1
733639 80.8893333333333 195.62 0 1
733640 90.5736666666667 107.564666666667 0 1
733641 92.01 106.142 0 1
733643 63.3110344827586 277.802413793103 1 0
733645 80.4068965517241 235.75724137931 0 1
733646 82.9321428571428 87.4925 0 1
733651 NaN 287.32 1 0
733658 74.9196296296296 193.188888888889 0 1
733663 70.896 157.814 0 1
733664 65.166 135.386 0 1
733665 72.45 67.3472 0 1
733666 69.8832 64.6324 0 1
733673 87.6404347826087 68.3647826086957 0 1
733675 68.2260869565218 217.743043478261 1 0
733678 76.8121739130435 105.876086956522 1 0
733679 67.4686956521739 161.717391304348 1 0
733705 94.8211111111111 8.015 0 1
733711 96.246875 31.095625 0 1
733720 94.366 11.1486666666667 0 1
733721 98.8973333333333 3.82866666666667 0 1
733728 96.1530769230769 28.0892307692308 0 1
733734 95.6392307692308 20.05 0 1
733735 90.6907692307692 10.5123076923077 0 1
733736 83.4746153846154 12.0653846153846 0 1
733737 95.3566666666666 17.0091666666667 0 1
733741 99.5090909090909 7.05181818181818 0 1
733748 93.5 7.85 0 1
733756 97.7481818181818 3.45727272727273 0 1
733757 97.4254545454545 8.23909090909091 0 1
733765 93.001 6.085 0 1
733766 90.934 8.415 0 1
733775 99.215 33.109 0 1
733776 97.771 31.917 0 1
733781 98.279 29.0325 0 1
733784 88.4766666666667 4.48833333333333 0 1
733790 99.9283333333333 72.3408333333333 0 1
733791 99.3158333333333 11.0608333333333 0 1
733792 98.5315384615385 22.2961538461538 0 1
733794 98.7807692307692 11.2153846153846 0 1
733795 98.1538461538461 6.69153846153846 0 1
733796 96.1414285714286 39.1321428571429 0 1
733797 96.8 19.5542857142857 0 1
733798 99.4314285714286 11.1157142857143 0 1
733799 99.2078571428571 18.4578571428571 0 1
733800 98.6071428571429 27.4028571428571 0 1
733801 97.7392857142857 27.4164285714286 0 1
733802 97.7692857142857 27.7257142857143 0 1
733803 96.9246666666667 25.1926666666667 0 1
733804 88.3584615384615 79.468 0 1
733805 96.4726666666667 25.4846666666667 0 1
733808 97.6346666666666 30.4593333333333 0 1
733810 98.73125 25.356875 0 1
733811 99.370625 18.628125 0 1
733812 97.27 11.14625 0 1
733816 98.4788235294118 48.2770588235294 0 1
733817 98.0794117647059 37.5164705882353 0 1
733820 88.7882352941176 126.870555555556 1 0
733822 88.59 146.538888888889 1 0
733825 86.4094736842105 87.3636842105263 0 1
733831 97.2615 36.9525 0 1
733833 91.6476470588235 154.5615 1 0
733834 94.294 84.856 0 1
733836 97.169 48.9585 0 1
733839 82.7695238095238 46.8490476190476 0 1
733842 93.8981818181818 44.9140909090909 0 1
733843 92.9945454545455 65.4413636363636 0 1
733846 86.0486363636364 82.3827272727273 0 1
733851 58.3847619047619 249.777083333333 1 0
733853 53.04875 250.775833333333 1 0
733854 67.5804166666667 227.5975 1 0
733856 62.28 220.9075 1 0
733858 56.4547619047619 276.694166666667 1 0
733859 45.1209090909091 303.54875 1 0
733863 62.1934615384615 286.326538461538 1 0
733869 97.6633333333333 59.487037037037 0 1
733870 94.857037037037 116.373333333333 0 1
733872 48.5107142857143 104.501428571429 1 0
733874 76.0982142857143 205.815714285714 0 1
733878 45.4233333333333 355 1 0
733879 45.0375862068965 280.756896551724 1 0
733880 74.9758620689655 156.12724137931 1 0
733884 35.111 348.818333333333 1 0
733885 46.3553333333333 298.804 1 0
733886 49.362 306.455666666667 1 0
733887 36.0456666666667 350.516666666667 1 0
733897 82.060625 120.1353125 0 1
733912 50.1194117647059 146.904285714286 0 1
733920 65.7462857142857 180.760555555556 0 1
733923 44.0716666666667 400.093333333333 1 0
733924 34.9347222222222 400.114166666667 0 1
733934 66.3091891891892 186.911351351351 0 1
733936 65.5362162162162 315.86 0 1
733937 77.5634210526316 155.216315789474 0 1
733943 81.2334210526316 106.035526315789 0 1
733944 94.395 96.1207894736842 0 1
733948 50.0734210526316 358.827368421053 0 1
733949 44.2473684210526 320.988421052632 0 1
733951 44.4157894736842 352.856315789474 0 1
733952 40.1592105263158 354.819210526316 0 1
733953 62.1221052631579 380.153684210526 0 1
733955 53.8468421052632 342.794210526316 0 1
733956 53.5657894736842 370.193684210526 0 1
733964 65.1308333333333 232.180277777778 0 1
733966 83.1297222222222 195.703888888889 0 1
733967 91.4141666666666 112.065 0 1
733971 61.9327777777778 316.075555555556 0 1
733973 56.6613888888889 333.603055555556 0 1
733974 91.3644444444444 62.8819444444445 0 1
733978 64.8920588235294 253.364411764706 0 1
733979 83.6097058823529 187.028235294118 0 1
733980 68.4517647058824 244.141176470588 0 1
733981 67.7576470588235 286.299411764706 0 1
733982 73.1382352941176 243.093529411765 0 1
733983 66.9005882352941 279.145588235294 0 1
733992 58.525 284.1159375 0 1
733993 58.7828125 286.045625 0 1
734003 76.561 143.926666666667 0 1
734011 83.1796551724138 78.5306896551724 0 1
734012 85.1757142857143 176.4275 0 1
734013 86.9707142857143 120.059642857143 0 1
734014 89.0232142857143 108.784642857143 0 1
734019 69.8566666666666 228.134814814815 0 1
734021 69.0025925925926 184.471111111111 0 1
734029 80.4304 152.1548 0 1
734036 68.9416 195.5924 0 1
734051 86.7938095238095 69.9657142857143 0 1
734052 53.6619047619048 206.267619047619 1 0
734058 75.9485 57.077 0 1
734060 60.9757894736842 177.947894736842 1 0
734063 93.1878947368421 34.0647368421053 0 1
734064 92.1342105263158 38.8273684210526 0 1
734065 92.0442105263158 57.5515789473684 0 1
734066 90.5877777777778 92.5433333333334 0 1
734067 82.7038888888889 89.0288888888889 0 1
734068 90.1788888888889 34.1527777777778 0 1
734069 89.7283333333333 31.5788888888889 0 1
734072 98.6317647058823 16.4570588235294 0 1
734074 89.1970588235294 40.7182352941176 0 1
734075 65.1588235294117 107.908235294118 1 0
734078 82.700625 55.123125 0 1
734079 82.395 81.455 0 1
734080 81.726875 42.943125 0 1
734081 87.76875 36.783125 0 1
734082 72.900625 35.988125 0 1
734083 95.844 22.2086666666667 0 1
734084 99.5313333333333 15.9526666666667 0 1
734085 99.5233333333333 28.652 0 1
734086 99.2371428571429 43.9853333333333 0 1
734087 98.398 27.2066666666667 0 1
734088 96.3828571428571 40.3564285714286 0 1
734089 89.45 30.6085714285714 0 1
734090 94.3707142857143 58.2221428571429 0 1
734091 90.5414285714286 58.3357142857143 0 1
734092 99.1264285714286 10.865 0 1
734093 92.9257142857143 15.7135714285714 0 1
734094 99.4915384615385 8.51846153846154 0 1
734095 99.6061538461538 11.7884615384615 0 1
734096 98.5976923076923 23.1661538461538 0 1
734097 98.5638461538461 7.50076923076923 0 1
734101 98.3853846153846 8.71692307692308 0 1
734102 98.5423076923077 11.28 0 1
734103 95.9858333333333 14.1125 0 1
734104 94.1358333333333 17.4908333333333 0 1
734105 94.1283333333333 11.345 0 1
734106 97.6536363636364 11.7236363636364 0 1
734107 95.1563636363637 5.46818181818182 0 1
734111 96.2381818181818 10.2327272727273 0 1
734112 98.24 3.36909090909091 0 1
734113 99.03 4.65545454545455 0 1
734114 98.0672727272727 4.18090909090909 0 1
734115 99.8254545454545 4.54636363636364 0 1
734116 97.7418181818182 9.40454545454545 0 1
734117 97.1663636363636 6.93363636363636 0 1
734118 97.9654545454546 6.39909090909091 0 1
734119 94.9618181818182 9.71545454545455 0 1
734124 89.805 46.942 0 1
734125 96.7877777777778 35.882 0 1
734126 97.16 20.376 0 1
734127 96.74 7.759 0 1
734128 99.145 13.777 0 1
734129 98.212 20.529 0 1
734130 96.4077777777778 7.836 0 1
734131 97.9377777777778 15.55 0 1
734132 99.868 23.448 0 1
734133 96.9566666666667 10.69 0 1
734134 99.12 12.695 0 1
734135 97.29875 9.414 0 1
734136 97.7988888888889 8.399 0 1
734137 95.419 3.39 0 1
734139 95.893 19.345 0 1
734141 96.097 12.494 0 1
734142 96.8272727272727 12.5290909090909 0 1
734144 94.554 29.8375 0 1
734146 97.699 41.02 0 1
734149 97.3658333333333 23.6108333333333 0 1
734150 93.2275 31.275 0 1
734152 97.5608333333333 21.1708333333333 0 1
734153 91.5308333333333 11.28 0 1
734154 96.4016666666667 13.3075 0 1
734155 96.6566666666667 15.1841666666667 0 1
734161 98.1277777777778 60.255 0 1
734162 NaN NaN 0 1
734163 97.1616666666666 33.465 0 1
734165 96.9675 98.9207142857143 0 1
734166 95.69 57.5707142857143 0 1
734167 95.7078571428571 49.9064285714286 0 1
734168 97.0046666666667 43.0173333333333 0 1
734169 95.478 35.415 0 1
734170 100.157142857143 33.178 0 1
734172 98.2242857142857 57.1793333333333 0 1
734173 NaN NaN 0 1
734174 NaN 25.282 0 1
734177 99.636 46.308125 0 1
734178 NaN 62.16625 0 1
734179 NaN 99.464705882353 0 1
734180 NaN 62.9676470588235 0 1
734181 NaN 45.5576470588235 0 1
