Datenum RHTd Global Event NonEvent
730862 95.7616666666667 11.7983333333333 0 1
730863 95.401 15.1433333333333 0 1
730865 96.1858333333333 52.3841666666667 0 1
730866 96.6108333333333 15.5166666666667 0 1
730868 93.7041666666667 18.7283333333333 0 1
730869 93.4616666666667 30.3025 0 1
730871 91.2507692307692 21.05 0 1
730872 83.6384615384615 115.046923076923 0 1
730873 91.3830769230769 29.9738461538462 0 1
730874 86.4357142857143 22.6142857142857 0 1
730875 96.6214285714286 7.90214285714286 0 1
730876 96.6328571428571 9.335 0 1
730877 96.7207142857143 18.1635714285714 0 1
730878 95.035 15.4357142857143 0 1
730881 87.9871428571429 57.996 0 1
730882 95.9830769230769 74.1706666666667 0 1
730886 91.4193333333333 NaN 0 1
730890 96.87125 NaN 0 1
730891 79.3775 NaN 0 1
730895 83.22 NaN 0 1
730898 64.0352941176471 NaN 1 0
730902 78.7872222222222 NaN 1 0
730906 90.5415789473684 NaN 1 0
730909 92.3855 NaN 0 1
730910 90.2715789473684 NaN 0 1
730911 91.752 181.227 0 1
730912 91.866 80.839 0 1
730913 90.7965 128.4545 0 1
730917 70.9980952380952 249.381428571429 1 0
730919 67.1122727272727 212.492727272727 0 1
730922 97.4472727272727 57.2127272727273 0 1
730925 93.5395454545455 63.6290909090909 0 1
730926 80.3117391304348 95.7760869565218 0 1
730928 73.19 185.972916666667 1 0
730929 54.3191666666667 286.33375 1 0
730930 68.8016666666667 318.3 1 0
730932 91.0080952380952 135.482083333333 0 1
730935 51.3033333333333 347.949583333333 1 0
730936 53.3990909090909 270.692916666667 1 0
730937 76.8291666666667 225.22125 0 1
730939 53.9853846153846 306.651538461538 1 0
730943 53.8788461538462 336.465384615385 1 0
730944 45.8596153846154 308.444615384615 1 0
730949 96.8937037037037 67.2996296296296 0 1
730954 33.3542857142857 346.804285714286 1 0
730955 47.5467857142857 367.336428571429 1 0
730956 92.9810714285715 69.8203571428571 0 1
730957 87.4155172413793 155.36275862069 0 1
730958 84.8146153846154 142.441785714286 0 1
730959 86.1434482758621 128.505862068966 0 1
730960 83.9193103448276 132.27724137931 0 1
730962 67.26 212.667666666667 0 1
730963 61.421 216.288666666667 0 1
730964 95.6263333333333 88.3273333333333 0 1
730967 98.3523333333334 48.1325806451613 0 1
730968 97.6767741935484 97.0554838709677 0 1
730974 40.409375 399.5753125 1 0
730976 72.5040625 183.45375 0 1
730977 36.7424242424242 411.837878787879 1 0
730978 38.0015151515151 401.903333333333 1 0
730980 41.4718181818182 382.779696969697 1 0
730981 50.4227272727273 283.212424242424 1 0
730982 40.0242424242424 345.613636363636 1 0
730983 45.3090909090909 232.281212121212 1 0
730984 52.8421212121212 331.657272727273 1 0
730985 42.5133333333333 379.035588235294 1 0
730987 36.0394117647059 418.686176470588 1 0
730988 86.1973529411765 79.4235294117647 0 1
730994 57.1154285714286 281.573714285714 1 0
730997 51.2616666666667 301.181111111111 1 0
731001 53.6041666666667 221.196111111111 1 0
731003 33.5118918918919 409.221621621622 1 0
731006 75.578 253.056 1 0
731009 54.2040540540541 307.948378378378 0 1
731011 79.7078378378378 131.601621621622 0 1
731012 86.1197297297298 139.893783783784 0 1
731014 94.6208108108108 126.604594594595 0 1
731015 95.2868421052632 42.4931578947369 0 1
731016 97.94 41.591052631579 0 1
731020 55.4381578947368 341.184736842105 0 1
731022 96.661052631579 67.4702631578947 0 1
731023 93.2015789473684 73.4868421052632 0 1
731024 89.9213157894737 103.430789473684 0 1
731025 77.055 121.295263157895 0 1
731033 66.3463157894737 314.95947368421 0 1
731039 71.5013513513514 338.99027027027 0 1
731042 85.8488888888889 113.185555555556 0 1
731049 82.3969444444444 180.724722222222 0 1
731050 83.1094444444445 204.587777777778 0 1
731052 74.1338888888889 260.704166666667 0 1
731053 97.4455555555556 67.7113888888889 0 1
731056 61.7084848484849 330.183235294118 0 1
731063 65.269705882353 331.784411764706 1 0
731064 58.7920588235294 284.288529411765 1 0
731065 53.3279411764706 325.632941176471 1 0
731066 48.0369696969697 390.840606060606 1 0
731077 67.6787096774193 355.702580645161 1 0
731082 53.56 380.157333333333 1 0
731084 94.5958620689655 46.482 0 1
731085 67.7664285714286 216.527 0 1
731087 65.7620833333333 301.064285714286 1 0
731088 75.9875 218.731379310345 0 1
731090 76.6621428571428 154.347142857143 0 1
731091 51.3696428571429 367.625714285714 1 0
731095 68.4103571428572 240.391428571429 0 1
731096 72.0521428571428 135.667857142857 1 0
731097 97.7918181818182 27.7225925925926 0 1
731100 84.15 182.020740740741 0 1
731105 85.72 98.2726923076923 0 1
731110 84.9416 120.8232 0 1
731111 78.196 217.678 0 1
731112 72.9852 230.4604 0 1
731116 64.5273913043478 259.18652173913 0 1
731118 62.0960869565218 261.047826086956 0 1
731122 81.7521739130435 111.62 1 0
731123 72.4343478260869 169.604347826087 1 0
731124 58.5973913043478 207.737391304348 1 0
731125 74.1272727272727 161.199090909091 0 1
731130 90.8761904761905 64.4885714285714 0 1
731131 97.3785 31.81 0 1
731132 97.4561904761905 16.1280952380952 0 1
731134 93.9965 59.476 0 1
731135 92.373 58.674 0 1
731138 79.0552631578947 172.384736842105 1 0
731139 86.9042105263158 171.291052631579 0 1
731140 85.8133333333333 49.1705263157895 0 1
731141 97.2984210526316 35.9926315789474 0 1
731143 68.2057894736842 99.8910526315789 1 0
731144 84.3077777777778 84.2716666666667 0 1
731153 92.1017647058824 48.5158823529412 0 1
731156 91.154375 27.765625 0 1
731159 71.1475 59.430625 0 1
731160 79.139375 57.758125 0 1
731163 87.216 33.1126666666667 0 1
731168 93.219 43.5007142857143 0 1
731175 95.7775 17.3076923076923 0 1
731176 92.9909090909091 8.56230769230769 0 1
731179 90.6684615384615 29.9561538461538 0 1
731180 83.4676923076923 46.9076923076923 0 1
731181 94.2225 10.7875 0 1
731185 89.4918181818182 11.9527272727273 0 1
731186 87.2218181818182 11.0727272727273 0 1
731187 92.1936363636364 12.4545454545455 0 1
731192 96.14125 10.1909090909091 0 1
731193 NaN 7.25454545454545 0 1
731195 NaN 12.2436363636364 0 1
731196 94.99 15.0009090909091 0 1
731199 86.5581818181818 41.4845454545455 0 1
731200 89.6445454545455 31.1509090909091 0 1
731208 95.517 NaN 0 1
731209 97.222 NaN 0 1
731211 96.538 NaN 0 1
731213 97.695 NaN 0 1
731214 98.076 NaN 0 1
731215 97.801 NaN 0 1
731216 94.453 NaN 0 1
731220 95.072 18.16 0 1
731221 94.336 11.1181818181818 0 1
731222 92.24125 35.5716666666667 0 1
731223 95.605 11.9908333333333 0 1
731224 96.37 26.3533333333333 0 1
731227 85.9072727272727 33.535 0 1
731234 94.6408333333333 11.9 0 1
731236 91.4461538461538 30.1723076923077 0 1
731237 94.7415384615385 34.4084615384615 0 1
731241 94.5022222222222 10.915 0 1
731242 89.3085714285714 NaN 0 1
731245 93.6233333333333 24.6591666666667 0 1
731247 95.896 40.434 0 1
731254 97.904375 35.85375 0 1
731256 96.38875 25.041875 0 1
731260 80.0558823529412 44.2852941176471 0 1
731261 66.2764705882353 184.793529411765 1 0
731267 68.018125 185.667222222222 1 0
731270 88.2822222222222 25.5615789473684 0 1
731275 88.4105 62.5925 0 1
731277 89.693 98.497 0 1
731278 76.2417647058823 172.057 1 0
731283 64.1045 278.453181818182 1 0
731284 94.0575 45.6290909090909 0 1
731288 82.6905263157895 79.8186363636364 0 1
731290 65.8066666666667 275.005909090909 1 0
731291 63.1395652173913 236.145263157895 1 0
731292 55.4578260869565 195.515217391304 0 1
731294 95.02625 72.39625 0 1
731299 48.229 316.05625 1 0
731301 56.4445833333333 212.7625 1 0
731302 51.1491666666667 276.1725 1 0
731304 54.9107692307692 213.03 1 0
731305 53.0634615384616 312.115769230769 1 0
731306 49.9557692307692 282.304230769231 1 0
731308 44.8530769230769 336.395769230769 1 0
731310 53.0192307692308 325.006153846154 1 0
731311 32.1104 363.025384615385 1 0
731312 43.6637037037037 296.321481481481 1 0
731313 61.9 216.06037037037 0 1
731319 43.5596428571429 196.007857142857 0 1
731322 69.1165517241379 164.352068965517 0 1
731324 55.0906896551724 368.923103448276 1 0
731325 48.6720689655173 322.256896551724 1 0
731328 38.0989655172414 378.118 1 0
731330 53.978 342.5 1 0
731331 62.3723333333333 213.468 1 0
731342 45.7933333333333 415.972727272727 1 0
731343 37.4484848484849 412.27303030303 1 0
731345 45.6195 424.315454545454 1 0
731346 32.65 421.832121212121 1 0
731348 36.1324242424242 426.559090909091 1 0
731350 87.7312121212121 120.572352941176 0 1
731355 45.4822857142857 333.476285714286 1 0
731356 39.4754285714286 401.861428571429 1 0
731359 49.0467647058824 308.214705882353 1 0
731362 47.9936111111111 253.164166666667 1 0
731365 30.1786111111111 426.500277777778 1 0
731366 30.3408333333333 422.621388888889 1 0
731367 39.8519444444444 405.215 1 0
731370 47.1489189189189 350.535675675676 1 0
731382 68.5539473684211 258.100789473684 1 0
731387 48.7485294117647 354.526052631579 1 0
731391 79.9664864864865 187.93 0 1
731404 83.5702702702703 111.895945945946 0 1
731408 59.3480555555556 346.911388888889 0 1
731414 46.1888888888889 355.500277777778 1 0
731416 73.4611111111111 142.136388888889 0 1
731417 97.3205882352941 77.74 0 1
731427 65.1297058823529 325.057058823529 0 1
731428 66.2132352941177 274.389117647059 0 1
731432 62.8575 301.5375 1 0
731433 58.1917391304348 376.9271875 1 0
731443 74.4137037037037 240.396129032258 0 1
731444 59.7196666666667 357.950333333333 1 0
731449 NaN 431.86 0 1
731450 NaN NaN 0 1
731457 59.0921428571429 319.865 1 0
731462 57.9962962962963 326.952692307692 1 0
731463 58.2544444444444 262.584814814815 1 0
731469 54.9930769230769 315.92 1 0
731470 55.4103846153846 311.525769230769 1 0
731473 83.6004166666667 108.0172 0 1
731475 65.9132 190.4056 1 0
731476 77.2764 141.6972 1 0
731477 71.0882608695652 209.564 1 0
731478 55.7825 281.7128 1 0
731479 50.542 236.4112 1 0
731481 54.5673913043478 254.81347826087 1 0
731484 63.0752173913044 220.941304347826 1 0
731490 69.0254545454546 125.371363636364 1 0
731491 74.2522727272727 152.543636363636 1 0
731504 70.9905263157895 83.631052631579 0 1
731505 75.5955555555556 62.2542105263158 0 1
731507 79.6494736842105 106.972631578947 1 0
731509 59.9355555555556 160.863333333333 1 0
731512 96.2088888888889 80.7072222222222 0 1
731513 90.9783333333333 33.9122222222222 0 1
731516 97.8994117647059 42.5005882352941 0 1
731519 84.3445454545455 46.5247058823529 0 1
731522 86.181875 58.17875 0 1
731523 95.4825 24.914375 0 1
731528 95.282 18.8833333333333 0 1
731529 89.4666666666667 26.4973333333333 0 1
731530 91.6606666666667 51.5506666666667 0 1
731534 86.1158333333333 20.4535714285714 0 1
731536 95.8958333333334 24.81 0 1
731537 96.23 22.9692307692308 0 1
731538 96.95 21.0907692307692 0 1
731543 93.3461538461538 10.62 0 1
731544 92.9823076923077 9.00076923076923 0 1
731546 97.3316666666667 7.23833333333333 0 1
731548 93.88875 57.0875 0 1
731552 94.958 5.67272727272727 0 1
731553 95.9777777777778 12.8236363636364 0 1
731554 95.13875 14.5345454545455 0 1
731555 96.4011111111111 61.0981818181818 0 1
731556 94.532 47.2263636363636 0 1
731557 95.2290909090909 67.6836363636364 0 1
731559 96.43 11.9845454545455 0 1
731560 96.2590909090909 22.4836363636364 0 1
731566 89.3036363636364 17.62 0 1
731574 95.19375 81.109 0 1
731575 95.291 6.214 0 1
731576 97.071 8.387 0 1
731577 93.105 10.007 0 1
731578 92.856 8.424 0 1
731580 100.167 65.824 0 1
731581 100.106 67.668 0 1
731583 94.823 55.047 0 1
731584 97.635 42.881 0 1
731585 95.4344444444445 68.7290909090909 0 1
731586 98.764 98.8036363636364 0 1
731587 97.833 91.0741666666667 0 1
731588 94.2466666666667 7.0675 0 1
731591 97.315 74.6816666666667 0 1
731593 95.8225 47.47 0 1
731594 87.4708333333333 72.44 1 0
731601 86.6908333333333 13.7446153846154 0 1
731602 87.8453846153846 7.34692307692308 0 1
731603 92.825 13.71 0 1
731604 92.4525 10.1035714285714 0 1
731617 88.138125 62.384375 0 1
731618 95.8 44.790625 0 1
731619 89.4888888888889 148.3575 0 1
731621 93.2371428571429 24.76375 0 1
731622 90.654 22.8705882352941 0 1
731626 85.9923529411765 35.9888235294118 0 1
731628 96.2647058823529 39.0966666666667 0 1
731631 57.4333333333333 97.472 1 0
731638 97.3533333333333 52.48 0 1
731645 86.3947619047619 86.0552380952381 0 1
731646 84.6683333333333 61.6476190476191 0 1
731647 71.2723809523809 188.00380952381 0 1
731648 87.9672727272727 32.6954545454545 0 1
731649 83.5836842105263 65.0509090909091 0 1
731652 68.638 148.219545454545 1 0
731653 42.4990909090909 241.539545454546 1 0
731654 66.6728571428571 221.773636363636 1 0
731655 NaN 273.143636363636 1 0
731656 NaN 186.992173913044 1 0
731657 NaN 199.370869565217 1 0
731658 NaN 128.668333333333 1 0
731660 47.4791666666667 274.849166666667 1 0
731661 45.8827272727273 269.461666666667 1 0
731663 63.3954166666666 242.4125 1 0
731664 55.6358333333333 277.212916666667 1 0
731665 49.2079166666667 305.002916666667 1 0
731666 53.0570833333333 285.454166666667 1 0
731668 51.5092307692308 297.267692307692 1 0
731672 NaN 309.608846153846 1 0
731673 NaN 169.251923076923 1 0
731674 39.9475 260.643461538462 1 0
731675 74.0180769230769 162.568076923077 1 0
731678 48.9332 373.325925925926 1 0
731679 63.2957692307692 216.705925925926 1 0
731680 57.3728571428572 331.939285714286 1 0
731684 56.2278571428571 235.463571428571 0 1
731685 59.9621428571429 246.833571428572 0 1
731686 46.0910714285714 317.876428571429 1 0
731688 69.6986206896552 99.7727586206896 0 1
731691 33.1562068965517 373.594482758621 1 0
731694 52.851 287.624666666667 1 0
731697 31.34 386.858387096774 1 0
731698 37.258064516129 379.394193548387 1 0
731702 96.561935483871 45.3812903225807 0 1
731709 42.8509090909091 367.992121212121 1 0
731711 48.8042424242424 332.462727272727 1 0
731713 36.4269696969697 420.732424242424 1 0
731715 85.1329411764706 112.089705882353 0 1
731717 94.0041935483871 60.7538235294118 0 1
731718 96.3561764705883 79.4626470588235 0 1
731719 90.6702857142857 146.634857142857 0 1
731720 77.2034285714286 166.345428571429 0 1
731729 55.9180555555555 359.220277777778 1 0
731730 45.3558333333333 311.079166666667 1 0
731732 51.3863888888889 315.358055555556 1 0
731734 69.5108108108108 240.673783783784 0 1
731735 60.2861764705882 222.809428571429 1 0
731737 69.5848571428571 322.095945945946 0 1
731747 58.0371052631579 284.745526315789 1 0
731752 94.146052631579 61.2694736842105 0 1
731753 45.6748648648649 401.173157894737 1 0
731754 74.3065789473684 156.881842105263 0 1
731759 42.9015789473684 362.221578947368 1 0
731764 59.1826315789474 337.692368421053 0 1
731768 66.5151351351351 375.522432432432 0 1
731769 58.075 344.745405405405 1 0
731771 93.0066666666666 87.76 0 1
731772 90.8072222222222 90.795 0 1
731773 97.0611111111111 62.8330555555556 0 1
731775 76.8569444444444 281.083888888889 1 0
731776 63.6411111111111 364.376944444444 0 1
731781 67.6788888888889 293.349166666667 0 1
731782 68.9486111111111 268.918888888889 0 1
731784 62.7946666666667 331.563714285714 0 1
731793 58.8517647058824 344.246764705882 0 1
731799 75.5436666666667 299.3490625 0 1
731800 62.9174193548387 306.0221875 1 0
731802 60.5825 329.1009375 1 0
731803 64.12375 309.9215625 1 0
731808 80.7843333333334 233.876774193548 0 1
731811 83.4856666666667 221.648333333333 1 0
731816 97.2036666666667 89.9873333333333 0 1
731817 84.4534482758621 163.58 0 1
731818 83.8981818181818 133.339090909091 0 1
731819 NaN NaN 0 1
731824 NaN NaN 0 1
731825 NaN NaN 1 0
731826 NaN NaN 1 0
731827 NaN NaN 1 0
731828 NaN NaN 1 0
731829 61.7648148148148 337.330740740741 1 0
731831 61.9803703703704 321.962222222222 1 0
731836 85.6572 116.4676 0 1
731839 84.9716 103.4136 0 1
731840 66.6708 211.3724 1 0
731844 54.4988 274.6492 1 0
731852 93.864347826087 46.2734782608696 0 1
731854 92.18 38.4134782608696 0 1
731858 82.6566666666667 78.6928571428571 0 1
731861 94.767619047619 38.3514285714286 0 1
731864 88.9505 84.1455 0 1
731867 80.813 56.3095 0 1
731868 69.4305263157895 119.663157894737 1 0
731869 64.6973684210526 183.841578947368 1 0
731872 61.5105263157895 144.025263157895 1 0
731879 89.1344444444445 44.2155555555555 0 1
731880 81.5647058823529 119.458823529412 1 0
731887 96.155 8.584375 0 1
731889 98.620625 14.56875 0 1
731894 100.367333333333 35.6353333333333 0 1
731901 95.5271428571428 7.54214285714286 0 1
731902 96.9915384615385 NaN 0 1
731903 97.165 12.735 0 1
731904 NaN NaN 0 1
731905 93.1515384615385 17.4330769230769 0 1
731907 89.1553846153846 34.5569230769231 0 1
731911 94.2066666666667 7.52833333333333 0 1
731912 98.0183333333334 6.765 0 1
731913 97.9183333333333 6.98666666666667 0 1
731915 97.6445454545455 4.83272727272727 0 1
731916 96.7581818181818 7.38363636363636 0 1
731917 96.6418181818182 25.6027272727273 0 1
731920 70.3227272727273 31.2736363636364 1 0
731927 88.127 27.29 1 0
731930 95.0654545454545 10.51 0 1
731931 95.34 26.9563636363636 0 1
731932 95.56125 6.699 0 1
731935 93.021 37.337 0 1
731944 94.131 3.46 0 1
731946 90.253 6.945 0 1
731947 95.896 91.592 0 1
731950 97.02 4.70363636363636 0 1
731952 97.1016666666667 14.1675 0 1
731953 95.0491666666667 23.6316666666667 0 1
731954 94.9025 11.5975 0 1
731955 98.5683333333333 11.0958333333333 0 1
731957 97.8133333333333 12.905 0 1
731959 96.318 6.67333333333333 0 1
731960 94.3291666666667 8.0575 0 1
731961 NaN 19.4133333333333 0 1
731962 95.385 22.5708333333333 0 1
731967 97.5307692307692 84.8492307692308 0 1
731968 97.46 140.857692307692 0 1
731969 95.72 39.6385714285714 0 1
731970 91.2923076923077 38.5764285714286 0 1
731972 97.3078571428571 30.155 0 1
731977 95.6646666666667 11.3133333333333 0 1
731978 93.2293333333333 17.826 0 1
731980 95.4383333333333 24.072 0 1
731983 93.338125 46.761875 0 1
731988 93.1935294117647 208.493529411765 0 1
731990 98.75 39.8547058823529 0 1
731993 71.295 135.560555555556 1 0
732002 94.0036842105263 32.1973684210526 0 1
732005 86.617 85.6395 0 1
732007 76.89 143.274 1 0
732012 63.922380952381 222.682380952381 1 0
732015 65.8768181818182 249.785454545454 1 0
732016 60.1963636363636 233.562727272727 1 0
732019 67.78 261.039545454545 1 0
732020 80.1213636363636 92.1418181818182 0 1
732021 96.5990909090909 43.3130434782609 0 1
732026 95.2995833333333 30.51875 0 1
732027 93.555 54.585 0 1
732028 85.0883333333333 68.3279166666667 0 1
732034 NaN 309.077307692308 1 0
732035 44.4005263157895 254.26 1 0
732036 48.0703846153846 272.954230769231 1 0
732037 44.6542307692308 316.866923076923 1 0
732038 41.965 347.524230769231 1 0
732039 41.7619230769231 337.168461538461 1 0
732040 44.9870833333333 345.246923076923 1 0
732043 35.2851851851852 337.068148148148 1 0
732044 44.0025925925926 336.355185185185 1 0
732045 33.2304 339.119285714286 1 0
732046 35.0685714285714 318.3725 1 0
732048 71.405 218.510357142857 1 0
732049 55.4110714285714 327.920357142857 1 0
732050 38.695 373.055357142857 1 0
732052 50.9055172413793 332.31724137931 1 0
732054 45.1255172413793 363.871724137931 1 0
732055 53.2725 252.446551724138 0 1
732059 NaN 360.745333333333 1 0
732060 NaN 309.75 1 0
732061 NaN 326.276666666667 1 0
732062 NaN 380.125483870968 1 0
732063 NaN 297.202580645161 1 0
732065 NaN 381.742258064516 1 0
732070 NaN 386.6846875 1 0
732071 NaN 95.583125 0 1
732075 NaN 315.799696969697 0 1
732077 NaN 100.185454545455 0 1
732078 NaN 383.164848484848 1 0
732080 41.6208823529412 335.368823529412 1 0
732082 77.9770588235294 124.246764705882 0 1
732086 79.991 214.082571428571 1 0
732087 60.1405714285714 325.452571428571 1 0
732089 60.7805714285714 321.244571428572 1 0
732092 55.3227777777778 289.128888888889 1 0
732095 61.0636111111111 249.45 1 0
732096 71.9130555555556 206.768611111111 1 0
732097 84.4144444444445 122.733888888889 0 1
732099 43.8921621621622 221.818108108108 1 0
732100 42.1164864864865 377.064054054054 1 0
732113 NaN 303.676052631579 1 0
732116 49.1284210526316 218.537368421053 1 0
732117 47.0523684210526 287.247631578947 1 0
732119 55.6168421052631 270.9 0 1
732125 69.9484210526316 194.247368421053 0 1
732126 76.715 127.693421052632 0 1
732129 79.0865789473684 184.622368421053 0 1
732131 81.0586842105263 147.422368421053 0 1
732132 72.3010810810811 251.107837837838 0 1
732136 61.2619444444445 310.606388888889 1 0
732144 53.0287096774194 353.546111111111 1 0
732147 54.7638888888889 293.783333333333 1 0
732150 39.0964705882353 426.935882352941 1 0
732151 53.1970588235294 303.962352941177 0 1
732152 66.87 226.718823529412 0 1
732158 85.4179411764706 108.204117647059 0 1
732160 87.8076470588235 115.347352941176 0 1
732161 74.5518181818182 261.134848484849 0 1
732171 59.748125 278.8375 1 0
732175 51.7276666666667 377.078 1 0
732181 54.2246666666667 262.344666666667 1 0
732184 52.6548275862069 363.95 1 0
732186 80.3403571428571 75.7521428571429 0 1
732189 88.5669565217391 70.9578571428572 0 1
732190 82.8478571428571 85.7532142857143 0 1
732192 90.3203703703704 73.3281481481482 0 1
732198 55.2696153846154 286.596538461538 1 0
732199 67.9419230769231 184.531153846154 1 0
732201 52.966 324.0192 1 0
732202 88.8836 62.0388 0 1
732209 86.612 44.238 0 1
732211 88.684347826087 51.2904347826087 0 1
732212 89.9126086956522 68.6386956521739 0 1
732218 87.4652173913043 109.350869565217 0 1
732219 81.1765217391304 68.6560869565217 0 1
732223 74.2428571428571 54.6171428571429 0 1
732224 66.9152380952381 147.65619047619 0 1
732225 90.8528571428571 14.9514285714286 0 1
732235 83.1742105263158 153.957894736842 0 1
732237 82.0842105263158 42.3568421052632 0 1
732238 90.1794736842105 22.4673684210526 0 1
732239 78.07375 24.6777777777778 0 1
732240 80.7722222222222 68.3772222222222 0 1
732241 79.7233333333333 22.5807142857143 0 1
732243 89.445 44.8516666666667 0 1
732244 90.18 45.5394444444445 0 1
732245 89.3835294117647 91.0223529411765 0 1
732249 92.5741176470588 79.8170588235294 0 1
732250 87.30125 85.236875 0 1
732252 65.188125 122.87125 1 0
732257 82.572 33.97 0 1
732269 94.5976923076923 32.8361538461538 0 1
732270 91.4392307692308 17.68 0 1
732271 94.4776923076923 17.4815384615385 0 1
732272 91.2584615384615 21.6007692307692 0 1
732273 95.4446153846154 30.5669230769231 0 1
732274 96.8492307692308 10.5561538461538 0 1
732275 98.7838461538462 19.9961538461538 0 1
732278 86.1866666666667 63.9175 0 1
732279 96.6036363636364 41.6654545454546 0 1
732280 95.9890909090909 17.24 0 1
732286 96.3727272727273 10.6272727272727 0 1
732287 91.6536363636364 12.2263636363636 0 1
732289 92.0781818181818 9.58090909090909 0 1
732293 91.5563636363636 24.3045454545455 0 1
732314 NaN 6.128 0 1
732317 NaN 11.4372727272727 0 1
732319 NaN 7.81083333333333 0 1
732321 NaN 10.44 0 1
732322 NaN 12.4725 0 1
732325 NaN 13.5166666666667 0 1
732326 NaN 27.2091666666667 0 1
732328 NaN 9.60333333333333 0 1
732329 NaN 9.88166666666667 0 1
732330 NaN 5.42666666666667 0 1
732331 NaN 6.29769230769231 0 1
732333 94.0407692307692 11.5053846153846 0 1
732334 95.99 24.9746153846154 0 1
732335 94.5071428571428 28.4357142857143 0 1
732336 95.2878571428571 23.5014285714286 0 1
732337 98.2121428571428 27.1407142857143 0 1
732338 95.8964285714286 33.1757142857143 0 1
732339 91.9985714285714 34.6307142857143 0 1
732340 97.0861538461538 68.0885714285714 0 1
732341 96.3635714285714 104.501428571429 0 1
732342 96.6333333333334 14.8713333333333 0 1
732346 95.4713333333333 36.8293333333333 0 1
732347 NaN 17.8933333333333 0 1
732348 96.2681818181818 13.281875 0 1
732351 80.71625 109.131875 0 1
732352 82.274375 30.175 0 1
732353 91.4788235294118 19.9517647058824 0 1
732355 93.2505882352941 64.6135294117647 0 1
732356 81.3158823529412 63.3082352941177 0 1
732357 NaN 65.5747058823529 0 1
732360 98.7822222222222 54.0333333333333 0 1
732361 97.2254545454546 20.0377777777778 0 1
732362 NaN 23.7244444444444 0 1
732363 92.2327777777778 51.5011111111111 0 1
732364 90.655 85.6926315789474 0 1
732368 61.0546153846154 186.902105263158 1 0
732371 82.4138888888889 196.1865 1 0
732372 75.2555 263.533 1 0
732373 72.1595 203.87 1 0
732374 62.06 247.4305 1 0
732378 89.9519047619048 71.5995238095238 0 1
732380 62.0228571428571 266.581818181818 1 0
732382 54.1995 277.543636363636 1 0
732383 73.0731818181818 145.610909090909 1 0
732388 88.2421739130435 84.1686956521739 0 1
732389 70.6445833333333 199.828333333333 1 0
732390 65.6320833333333 221.2575 1 0
732391 60.4220833333333 202.299583333333 1 0
732392 60.0136363636364 254.310833333333 1 0
732393 50.9695652173913 288.806666666667 1 0
732397 52.23125 331.889166666667 1 0
732398 49.9325 275.032083333333 1 0
732399 59.2465384615385 275.648846153846 1 0
732400 54.9872 219.591538461538 1 0
732402 49.4346153846154 331.495769230769 1 0
732403 45.3084615384615 334.870769230769 1 0
732405 54.2238461538461 311.987692307692 1 0
732406 41.1676923076923 294.321153846154 1 0
732407 51.2846153846154 252.837692307692 1 0
732408 55.0962962962963 316.319259259259 1 0
732409 73.5866666666667 170.629259259259 0 1
732414 59.5032142857143 218.252142857143 1 0
732415 57.1028571428571 298.368214285714 1 0
732417 84.1732142857143 112.373214285714 0 1
732423 58.9753571428571 -0.00666666666666667 0 1
732424 89.472 124.014761904762 0 1
732429 39.072962962963 369.170322580645 1 0
732430 36.4387096774194 208.971612903226 0 1
732432 55.2206451612903 324.101935483871 1 0
732433 78.0546666666667 92.8067741935484 0 1
732434 47.9315625 363.34375 1 0
732435 68.8253125 168.36375 1 0
732436 79.1665625 113.25375 0 1
732437 78.9953125 108.3753125 0 1
732438 68.3433333333333 151.578787878788 0 1
732439 75.5027272727273 216.537575757576 0 1
732443 48.7984848484849 273.773333333333 1 0
732444 35.7866666666667 403.038787878788 1 0
732445 32.0827272727273 441.56696969697 1 0
732447 83.239705882353 115.698529411765 1 0
732448 82.3114705882353 106.78 1 0
732453 35.5002857142857 409.786571428571 1 0
732454 42.2182857142857 296.861142857143 1 0
732460 NaN 582.4685 1 0
732464 NaN 265.01054054054 1 0
732471 NaN 437.323783783784 1 0
732472 NaN 326.06 1 0
732473 NaN 401.694054054054 1 0
732474 NaN 356.384594594595 1 0
732476 NaN 68.4552631578947 0 1
732477 NaN 110.106842105263 0 1
732479 NaN 234.367631578947 0 1
732484 NaN 371.256315789474 1 0
732485 NaN 378.80052631579 1 0
732487 NaN 346.871315789474 0 1
732493 NaN 168.104736842105 0 1
732494 NaN 429.202894736842 1 0
732495 NaN 427.805526315789 1 0
732498 NaN 393.942972972973 0 1
732499 NaN 375.536486486486 0 1
732501 NaN 347.097222222222 0 1
732502 NaN 408.064722222222 0 1
732503 NaN 374.903333333333 0 1
732504 NaN 385.830277777778 0 1
732505 NaN 381.130555555556 0 1
732507 NaN 416.318055555556 1 0
732509 NaN 312.420833333333 0 1
732510 NaN 271.972777777778 0 1
732513 NaN 112.464444444444 0 1
732516 NaN 275.427352941176 0 1
732532 NaN 104.6228125 0 1
732533 NaN 270.765 0 1
732534 NaN 89.06875 0 1
732535 NaN 68.2409375 0 1
732537 NaN 192.549375 0 1
732544 NaN 323.843666666667 1 0
732548 NaN 249.683103448276 0 1
732549 NaN 312.005862068965 0 1
732555 NaN 367.260357142857 1 0
732564 NaN 325.869583333333 1 0
732565 NaN 270.357307692308 1 0
732566 NaN 291.249615384615 1 0
732567 NaN 91.1564 0 1
732569 NaN 27.042 0 1
732570 NaN 130.652 0 1
